"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"CBS",-1.14740119618565,5.6334212669923,-24.486821592226,5.75029728612505e-63,5.19884377638566e-59,132.770720923361,"down"
"PSD3",1.25217157966467,6.85082594385654,23.8466285327841,3.28699436465054e-61,1.48588580254028e-57,128.766634790221,"up"
"HMCN1",1.54642442588017,8.20697238542966,21.8517783870819,1.36303891362999e-55,4.10774493937626e-52,115.954157575914,"up"
"COL14A1",2.11344719180394,7.97739722093182,21.6365070375144,8.85287971635884e-55,2.00097213789001e-51,114.101810703009,"up"
"SYTL2",1.15441431717861,6.4142872908409,20.9326133019215,6.22269599841286e-53,1.12518789043301e-49,109.883544769819,"up"
"GPX3",-1.44946771214144,8.64770104520207,-20.6783299728852,3.4463107189135e-52,5.19301586828283e-49,108.186174728157,"down"
"PTGFRN",1.18035332065914,7.53394320907801,20.3386872474077,3.43017198943562e-51,4.43031213664107e-48,105.907176398224,"up"
"ASPN",2.63241413659218,7.66120411100644,20.4281353862227,3.94201386102457e-51,4.45496841469039e-48,105.774122368202,"up"
"NECAB1",-1.88578376867892,5.55079744985718,-20.0012204165119,4.67772221888843e-50,4.69903184233003e-47,103.317707240993,"down"
"ROBO1",0.85590630860464,7.51166007393842,19.4027048516742,2.06261488750924e-48,1.86481011979711e-45,99.5588561198972,"up"
"ECHDC3",-0.911402211497638,5.92324662827467,-19.1569434305136,1.12436375319921e-47,9.24124790243093e-45,97.8760824312762,"down"
"TNFRSF19",1.10690213622778,7.21474923159006,19.1368748530722,1.29171839041221e-47,9.732021639764e-45,97.7383874760331,"up"
"BTNL8",-0.826464893395988,4.37649472482333,-18.9425579309428,4.96110626296619e-47,3.45025859411364e-44,96.4029700922694,"down"
"SSPN",0.969086471619338,7.72917427976938,18.9198357556826,5.80796966973979e-47,3.75070384172268e-44,96.2465606813843,"up"
"ADRA1A",-1.12738411362523,4.81376570471218,-18.8992771896802,6.69841656453672e-47,4.03735894399843e-44,96.1049991196695,"down"
"CORO6",-0.825564497373715,5.24834949123513,-18.8134898467879,1.21525627635969e-46,6.86695749660499e-44,95.5138231221583,"down"
"S100A12",-2.1711017012903,5.0468676669361,-18.8388773423995,1.70543590224042e-46,9.06990940715038e-44,95.1821180799387,"down"
"CFH",1.42858070282349,9.71104399513095,18.6238201313597,4.58125074035025e-46,2.19457559951573e-43,94.1968211621144,"up"
"GALNT18",-1.06993483740485,6.30865865181832,-18.6155084864395,4.81832814963002e-46,2.19457559951573e-43,94.1466737371717,"down"
"SFRP2",2.36850791182716,7.85415411981,18.7007464975909,4.85471872473338e-46,2.19457559951573e-43,94.1447236670388,"up"
"KLHL13",1.28037672773995,5.27554281642858,18.4505019053913,1.52317691273897e-45,6.55763927051098e-43,93.0042733854432,"up"
"NLRP12",-0.911880650867729,4.6080684823415,-18.3382160831435,3.33842120262061e-45,1.37193936785877e-42,92.2253722732714,"down"
"CDH3",1.5500248967711,6.69833289569434,18.3078254671358,4.62049295843238e-45,1.81625551466031e-42,91.9038617542448,"up"
"SLCO4A1",-1.93671916371772,6.04765337566351,-18.1606662328517,1.72802936364733e-44,6.50963061530648e-42,90.5973933725653,"down"
"LSS",-0.886018130739423,7.02653575571977,-17.8947271608072,7.48980248268284e-44,2.70861216983742e-41,89.1374714714055,"down"
"DCXR",-0.769713534657727,8.22381590697983,-17.8274356468203,1.20258400659535e-43,4.18175461678023e-41,88.6673822714273,"down"
"SESN3",1.17992188400527,7.99842679189182,17.7000615962574,2.95011040652494e-43,9.87849932792294e-41,87.7764822375684,"up"
"MPP3",-1.01752985718891,5.66153543246026,-17.6435953504372,4.39336909777004e-43,1.4185875004621e-40,87.3810905619551,"down"
"SUN2",-0.757685663045713,7.85068461506689,-17.6360256426431,4.63439422866917e-43,1.444812352462e-40,87.3280648567394,"down"
"COL1A1",1.97269116758054,10.0007342872771,17.5955020353778,9.33988509907067e-43,2.8147300393566e-40,86.636865978561,"up"
"IRS2",-0.916504506752725,6.63535450017567,-17.5090452125143,1.13604838137201e-42,3.31323013418851e-40,86.4378514724905,"down"
"LTBP1",1.2909682606186,9.0578675520895,17.4710346253117,1.48618658439217e-42,4.19894153421551e-40,86.1711128984251,"up"
"ADIPOR2",-0.853770897893624,7.42710182977906,-17.4606645472109,1.5992410664489e-42,4.38143590356501e-40,86.0983204988719,"down"
"VSIG10",-0.778249020394835,5.39475009571995,-17.2451514694225,7.35312637303209e-42,1.95528280995833e-39,84.583574597792,"down"
"MAP3K6",-0.85456123116296,7.19340901178875,-17.2090498536243,9.49760595002136e-42,2.45336729697552e-39,84.3294736738615,"down"
"CSF3R",-1.38602881600722,6.61635995975797,-17.0982453032279,2.196111622915e-41,5.51529032854848e-39,83.4977851675809,"down"
"FAT1",1.04603495154284,7.94278289880946,16.9920699002956,4.43102588745847e-41,1.0827271634733e-38,82.800171330917,"up"
"COL3A1",1.90048776297729,10.0377096606364,17.0329003232994,4.85225388667859e-41,1.15445335235424e-38,82.7145759522186,"up"
"DCLK1",1.4667994193555,6.22882913992516,16.9844960465261,5.28091263246804e-41,1.22422387461906e-38,82.6274082800759,"up"
"NPR1",-1.26818279335685,6.04955866625781,-16.9467263157803,6.11611977897543e-41,1.38239597304292e-38,82.4801421500181,"down"
"GALNT13",-1.1220968880908,3.95700084702179,-16.9206849016222,7.36024886341525e-41,1.62302463351554e-38,82.2962778540847,"down"
"CACNA2D3",-0.759206000233581,4.74961461216518,-16.7997917075551,1.7397444308882e-40,3.7450069999191e-38,81.4420841866597,"down"
"RPS6KA2",-0.769948462549722,7.72313781727242,-16.7504872824393,2.47158589859301e-40,5.19665304864637e-38,81.093421159807,"down"
"IP6K3",-0.687094581404169,5.02968466816196,-16.6663687191901,4.50095685955851e-40,9.24844340165192e-38,80.4981824755051,"down"
"TAMALIN",-1.26616512464008,6.03384726347271,-16.651112816663,5.03866507537921e-40,1.00935417798541e-37,80.3861714266615,"down"
"FANCE",-0.642365138880383,5.24539985369153,-16.6478690160165,5.13552617933068e-40,1.00935417798541e-37,80.3672113720572,"down"
"S100A9",-1.38422069258758,6.6124402970012,-16.5412841643989,1.18457662605495e-39,2.27867176088571e-37,79.5382272651097,"down"
"HIF3A",-1.17102528162783,6.17558769200335,-16.4931974321123,1.54834249165893e-39,2.91636759731009e-37,79.2713180279292,"down"
"CD24",2.00733527537048,7.93838642589228,16.4901235668753,2.42782424956288e-39,4.47958347761184e-37,78.8302197798619,"up"
"FAH",-0.766649371525025,6.03265689744119,-16.4073903946013,2.85785605077698e-39,5.16757531101493e-37,78.6626947736787,"down"
"P2RY1",-1.21280010501612,6.39725758684171,-16.3997171246752,3.01892529741233e-39,5.35178502233428e-37,78.6082466757243,"down"
"TRIM2",1.17098853768913,6.97731118408369,16.3682215898493,3.78100125476527e-39,6.51921064801809e-37,78.3847227073133,"up"
"STARD8",-0.982886957925679,6.02048388381977,-16.3667243882262,3.82168083558189e-39,6.51921064801809e-37,78.374095565624,"down"
"FAM167A",-0.890179835124,4.8426777586281,-16.310842738782,5.6985303048197e-39,9.54081712701387e-37,77.9773515143574,"down"
"WFDC12",-0.856751294814263,4.82668642446595,-16.2977290013206,6.25880814291174e-39,1.028834262183e-36,77.8842208222012,"down"
"F2RL3",-1.26099924741259,5.59625729589065,-16.2910617579545,6.67177542614749e-39,1.07713431478213e-36,77.8209851491845,"down"
"CNTN3",1.15284958524269,5.05437694217176,16.2706617965775,7.59575563378617e-39,1.2047934506151e-36,77.6919640157315,"up"
"TTC3",0.884315991152147,8.01558420920812,16.2481229287618,8.9247878044809e-39,1.39118976793641e-36,77.5318392433822,"up"
"SNX22",-0.783151649320319,5.59872694434889,-16.2322324792576,9.99945132463002e-39,1.53228880383017e-36,77.4189297986159,"down"
"CHRM3",-0.874418937795081,4.21215096627719,-16.1884329003848,1.36808142357745e-38,2.06147069176062e-36,77.1076378101647,"down"
"MGAM",-1.9216709819776,5.23105441839152,-16.2267985135788,1.53601569748817e-38,2.2765767083591e-36,76.9979516429804,"down"
"CRTAC1",-1.55567198628904,6.05503477808457,-16.1620073228229,2.05997539299114e-38,3.00390927871498e-36,76.7041976893725,"down"
"ZMAT3",0.66199707268972,6.93257827203538,16.096023855659,2.65146009177308e-38,3.80505566503499e-36,76.4505179071088,"up"
"EPHA3",1.33235986740515,5.99602061501724,16.0538008351309,3.82581412527684e-38,5.40456023541061e-36,76.0872840232813,"up"
"PNMT",-0.879135100948772,4.89333350584679,-16.032706596868,4.17353793998297e-38,5.73512110312234e-36,76.000002103382,"down"
"LRRC17",1.40351448637134,5.14361681510275,16.0484640389724,4.18668280949093e-38,5.73512110312234e-36,75.9984920385378,"up"
"CCDC85A",-0.863122723678129,5.28514821328175,-16.0058510928745,5.05936656961343e-38,6.82712435162313e-36,75.8088555686389,"down"
"MAN2A2",-0.63081781938357,6.91766493998578,-15.9634222006716,6.85796605088199e-38,9.11806927441531e-36,75.50678801334,"down"
"GOLM1",1.27519828554489,7.40055051669916,15.9648150468309,7.03716610656391e-38,9.22072735789047e-36,75.4816746545288,"up"
"SULF1",1.52077439414006,7.24000809981389,15.968545204318,8.12252348628611e-38,1.04908192627875e-35,75.3416246656756,"up"
"AIG1",0.580684202875882,7.03069690310249,15.9360004287335,8.34818539902449e-38,1.06304146750113e-35,75.3115131444889,"up"
"HAL",-0.797348472916651,4.76898775740158,-15.9043243313725,1.04775067618176e-37,1.31565470324435e-35,75.0858956650277,"down"
"FZD5",-0.788543887718433,7.0256832424129,-15.8575473051782,1.46554741399962e-37,1.81507043424254e-35,74.7526294089035,"down"
"DIO2",1.18697660329641,4.78085550122358,15.8020414426609,2.18271583657688e-37,2.66674782141778e-35,74.3570374543234,"up"
"LILRA5",-0.963391559683497,4.70421431051138,-15.7300319501408,3.66036958793617e-37,4.41245352593746e-35,73.8436096597401,"down"
"RASIP1",-0.879878697389398,6.13147452075077,-15.6913013151903,4.83426342174028e-37,5.75086520999393e-35,73.567363280051,"down"
"ACVRL1",-1.20892442798431,6.89692323194165,-15.6856417727818,5.08409590094305e-37,5.96952091434106e-35,73.5174648163639,"down"
"CCND2",0.728461115861974,9.05354488913133,15.6781893011645,5.31171461598279e-37,6.15682203116672e-35,73.4738268054891,"up"
"POLR3H",-0.633528394369893,6.70493501682762,-15.6674216733709,5.73889146822781e-37,6.56776174230983e-35,73.397008753207,"down"
"BCAT2",-0.680131201468307,6.5452352792894,-15.5982448075861,9.43409451648183e-37,1.0661706065439e-34,72.9033712587173,"down"
"IZUMO1",-0.649317312159503,4.17026556133812,-15.5840330171885,1.0448648579376e-36,1.16624977538442e-34,72.8019328576213,"down"
"GPR4",-1.19525151978895,6.25850262214241,-15.5636324060051,1.21585085290363e-36,1.32609265200931e-34,72.6514941821673,"down"
"MYRF",-1.10119393236122,5.46956817704611,-15.5627701850539,1.21740615105379e-36,1.32609265200931e-34,72.650151323191,"down"
"CA4",-1.10320193585784,5.96750874902396,-15.526439015732,1.58076573464856e-36,1.68383100055827e-34,72.3907645239119,"down"
"C1orf210",-0.794833009299708,4.98433752637276,-15.5262361504127,1.58307305660273e-36,1.68383100055827e-34,72.3893160170905,"down"
"KDM5B",0.591740735500197,7.91304464757253,15.4522568092867,2.69492617866624e-36,2.83311948620018e-34,71.8609793507795,"up"
"ADGRG3",-1.10508748743921,5.50821308587425,-15.4457515123687,2.82402158392322e-36,2.93471024600573e-34,71.8145106438048,"down"
"ARHGAP6",-0.923745564955884,5.66468030297492,-15.4420754927867,2.8996888982075e-36,2.97910083280614e-34,71.7882513630568,"down"
"MGAM2",-0.56316649474618,3.52950062846226,-15.4226502676515,3.3345470337658e-36,3.38737525081759e-34,71.6494808879249,"down"
"HYAL1",-0.914540846914385,6.46924373244805,-15.4188543509127,3.42685874629211e-36,3.44246999169189e-34,71.6223618889831,"down"
"AFF3",-1.41499524774668,5.77286366855594,-15.3836919761337,5.15085158745813e-36,5.09198057874128e-34,71.2200177609795,"down"
"FCN3",-2.52416745864957,7.83354919968575,-15.4302052471083,5.181530950605e-36,5.09198057874128e-34,71.2192997618268,"down"
"ID1",-1.32573038611533,6.75729949756466,-15.3707459898651,5.32551702289844e-36,5.17720423699191e-34,71.185986532658,"down"
"S100A8",-1.65680834750173,6.57611470347634,-15.3906857093343,5.54049741221877e-36,5.32889756424148e-34,71.1494837624275,"down"
"PLLP",-1.24877862454617,7.58824496775595,-15.3524972756252,5.77024862162251e-36,5.49145450400938e-34,71.1055519090904,"down"
"S1PR1",-1.05163750855172,7.12410150671665,-15.2956498065337,8.31645329346148e-36,7.83219314856096e-34,70.7418800636935,"down"
"NIM1K",-0.623916494791318,4.51070830088029,-15.2808240612202,9.2530996808947e-36,8.62446125927516e-34,70.6358929359966,"down"
"PDE7B",0.983999185913882,6.02608003089065,15.270440618054,9.97126893221271e-36,9.19900432817705e-34,70.5616589132158,"up"
"ST6GALNAC3",-0.954529974622157,5.13137002204179,-15.253216549731,1.12876563575309e-35,1.0308252639236e-33,70.4385117530837,"down"
"HPCAL1",-0.902058986005334,7.29339651912704,-15.2188955781492,1.44519084480392e-35,1.30659704278722e-33,70.1930986124878,"down"
"SEMA3C",0.926620125233387,7.81571828347562,15.1643783352633,2.1400942374221e-35,1.91570217827061e-33,69.8031972183318,"up"
"ALOX12",-0.553609261801703,4.28797806421176,-15.1588052454594,2.22774482728469e-35,1.97461186112557e-33,69.7633341088183,"down"
"NFE2",-0.70014938316221,4.39682573942681,-15.1379432188129,2.58895851429003e-35,2.27250232307729e-33,69.6141045537911,"down"
"HSPA4L",1.59934854937403,5.62611402453393,15.132637733517,3.46752024706591e-35,3.01440870708874e-33,69.3279689357522,"up"
"NAALADL2",0.908615984152734,5.71420077630043,15.0709182690391,4.19590819676877e-35,3.61287676257013e-33,69.1345814252315,"up"
"CHPT1",-0.775073611710535,7.82602711162212,-15.0566563633942,4.65001244730536e-35,3.96610967321582e-33,69.0325304389577,"down"
"ITLN2",-1.19078443856163,4.39071247913337,-15.057687634567,4.72216272064374e-35,3.99000683713459e-33,69.0176055556421,"down"
"PGS1",-0.578389772866792,7.19906458705776,-15.0480653513152,4.94695677619693e-35,4.14124409385152e-33,68.9710549387054,"down"
"BTNL9",-1.71932729870269,6.54206468586683,-15.0863540162738,5.07884677053548e-35,4.21264712407443e-33,68.949756998324,"down"
"TSPAN14",-0.531715914420687,8.21646370923091,-15.0326724693491,5.52725409219678e-35,4.54290038614101e-33,68.8609019234013,"down"
"SDR16C5",-1.51425756321558,6.18395756981851,-15.0091628946616,8.13113098816069e-35,6.62284281657304e-33,68.4810579139008,"down"
"MMP7",2.78287517123816,7.33151753553784,15.0329901099898,9.06519913994585e-35,7.31772012716522e-33,68.3775851661451,"up"
"TSPAN2",0.84932242132152,6.8399126827375,14.9538793992794,9.75280238431538e-35,7.80310498730932e-33,68.2969592457249,"up"
"MFSD2A",-1.43166964877996,7.31173870860164,-14.9337185903489,1.34830786164523e-34,1.06930275238022e-32,67.9782319982324,"down"
"ENTPD1",0.762183168918722,7.74463330885048,14.8974551730588,1.46478868265292e-34,1.15157865042305e-32,67.8930280291045,"up"
"FRK",0.923815587402579,6.5047838244684,14.8799088868799,1.66231318754845e-34,1.29560116626082e-32,67.76740323349,"up"
"CROT",0.917849416644398,6.79381054810483,14.8728896935256,1.74860182639871e-34,1.35120590704878e-32,67.7171466692116,"up"
"ANTXR1",0.791089211968172,8.50218142892581,14.8436247371071,2.15937673274126e-34,1.65448517294185e-32,67.5076024710434,"up"
"PCTP",-0.680654146993758,6.2888589130882,-14.797041503768,3.02141283881817e-34,2.29551205678614e-32,67.1740211508732,"down"
"DENND3",-0.887397553173182,7.53977702443416,-14.7941643995262,3.08475518258293e-34,2.32410596714435e-32,67.1534169701207,"down"
"MTHFR",-0.549572085944377,6.3469160563166,-14.7774467293417,3.47999885583508e-34,2.60022063269462e-32,67.0336916389838,"down"
"GPX8",1.1558849928915,6.43728202417928,14.7757048463085,3.5816472843212e-34,2.65423549979902e-32,67.0053708578413,"up"
"MMP25",-0.752542520017013,5.42094097932483,-14.7549817831814,4.09205031461393e-34,3.00782332474996e-32,66.8727989839448,"down"
"ITGA2B",-0.80875324719104,5.10249694232344,-14.7523147994096,4.17152078117245e-34,3.04150962762743e-32,66.8536976347627,"down"
"NDRG4",-0.942103329171259,5.68618559066833,-14.726815837961,5.01376719178761e-34,3.62635753447614e-32,66.6710642861113,"down"
"SLC5A9",-1.012352328763,4.75158823882943,-14.717928360637,5.34568416493436e-34,3.83574051866441e-32,66.607406332715,"down"
"COL15A1",1.19860236738402,6.89745546651316,14.7164930410371,5.62749180947692e-34,4.00615381491975e-32,66.5570783774067,"up"
"DNM2",-0.531712930653786,8.29681700995708,-14.6891111807584,6.58072917167025e-34,4.64815409695865e-32,66.4009904846957,"down"
"TP53BP1",0.655342336741207,6.92777965853716,14.6541201568492,8.47016605050693e-34,5.93633885756846e-32,66.1503356307889,"up"
"GLT1D1",-1.06134465859509,5.280271322596,-14.6273699580452,1.02730306927682e-33,7.14449773025514e-32,65.958702042245,"down"
"CFI",0.871709694431009,7.89490496011453,14.5997085482227,1.25419305299378e-33,8.65584686421127e-32,65.7605313293042,"up"
"CP",2.88478831515053,7.63481035528694,14.6558870158798,1.33313556191918e-33,9.13096864796314e-32,65.7078521215067,"up"
"ITGA10",-1.05612346380688,5.43530623902333,-14.5772821628268,1.47445470938912e-33,1.00229661861556e-31,65.5998586406598,"down"
"COL1A2",1.32650923888198,10.7265979511437,14.5495227195017,2.04361652657336e-33,1.37883112065297e-31,65.2778690588833,"up"
"FASN",-1.42833447343129,7.51644578693291,-14.5560161658779,2.06992716947678e-33,1.38623789179552e-31,65.2661924768693,"down"
"PISD",-0.51352141948302,6.37691351062568,-14.5288813554808,2.09069610695811e-33,1.38985172816237e-31,65.2530755238949,"down"
"TWSG1",0.494322683167951,7.94519215292437,14.518207425887,2.25807384212613e-33,1.49016391289506e-31,65.1765957042427,"up"
"SEL1L3",0.908868538487868,8.78665714713327,14.4814687756611,2.94349931982467e-33,1.92841864858948e-31,64.9133520227882,"up"
"CXCL14",1.13165836382026,6.97328418119181,14.4799395131716,3.01749641314801e-33,1.96267518498354e-31,64.8889364771563,"up"
"FURIN",-0.699976581451496,6.86054563282385,-14.4628214434187,3.36744101341819e-33,2.17464530016528e-31,64.7797341642533,"down"
"TOX2",-0.694039094789741,5.48929670053244,-14.4476816464118,3.75616978299203e-33,2.40847737645609e-31,64.6712478430432,"down"
"BEST1",-0.653650980256308,5.21089766140863,-14.4408621870948,3.94562983104419e-33,2.51214361285004e-31,64.6223815720195,"down"
"LILRA1",-1.0007160543313,5.25189474963355,-14.4218060408272,4.52726691020088e-33,2.86230910035847e-31,64.4858292582885,"down"
"RASSF9",1.19558532055759,6.13398181749175,14.4270535931004,4.5784987210831e-33,2.87459770398002e-31,64.4755166129721,"up"
"MXRA5",1.12178044561183,7.3837857104873,14.385930957286,5.93855989874324e-33,3.70279448583018e-31,64.2165915894217,"up"
"THY1",1.48115075241795,6.94045023871201,14.411358971146,5.99264121987797e-33,3.71092255266553e-31,64.2109776979512,"up"
"PAPSS2",-1.01794625982689,8.66513632395556,-14.3671647228429,6.71554311093363e-33,4.13028743305789e-31,64.094270855446,"down"
"DZIP1",0.61599877661901,6.37888673128595,14.3598274746118,7.08070482604765e-33,4.30192089799894e-31,64.0416913597363,"up"
"WLS",0.663485876638472,8.95667231739354,14.3596501555152,7.08977119568458e-33,4.30192089799894e-31,64.0404206700698,"up"
"AFMID",-0.506023606760815,6.28094705016573,-14.3566913057116,7.242782655749e-33,4.36546653270844e-31,64.0192171862199,"down"
"ATOH8",-0.812695666314166,5.85883897982197,-14.3453936332695,7.85802247123143e-33,4.70492590479493e-31,63.938256413614,"down"
"MFSD13A",-0.729309480018535,5.92559724066397,-14.3433397988305,7.975357752564e-33,4.74376377900863e-31,63.9235382951274,"down"
"GAB2",-0.723325363453156,6.62101990314801,-14.334125168336,8.52373158919411e-33,5.03680113058196e-31,63.8575045835447,"down"
"RHOBTB2",-0.873246937379144,7.48671975442671,-14.3210130815526,9.36967687028175e-33,5.50073042754658e-31,63.7635406411917,"down"
"FRMD6",0.801975153244874,6.38961870330727,14.3158388554561,9.72615811232349e-33,5.67317390280753e-31,63.7264609615187,"up"
"TMEM120A",-0.574094026393796,6.20226751810811,-14.3099090421203,1.0151405851769e-32,5.8832602760156e-31,63.6839665126804,"down"
"C5AR2",-0.709878443043539,4.87665355123955,-14.307368580627,1.03392340567954e-32,5.95395000684634e-31,63.665760945387,"down"
"PTCHD4",0.931114404407039,5.84092983653227,14.2989200158912,1.09892347665924e-32,6.28820705852924e-31,63.605216400878,"up"
"ITGB8",1.17491698077119,6.78022284158191,14.2941328242505,1.18946175391672e-32,6.76347403595038e-31,63.5273973922798,"up"
"CASKIN2",-0.858599880430477,6.64069591917501,-14.2620915030735,1.43348903893059e-32,8.10010900060714e-31,63.3412932635507,"down"
"PLPPR4",1.06781471629172,5.96567497825636,14.2509588394812,1.55341051662736e-32,8.72322017442731e-31,63.2615135135818,"up"
"FNDC1",1.2821553819658,5.67533821830386,14.2117006792128,2.30066177353861e-32,1.28396809225695e-30,62.8734984083236,"up"
"HRH2",-0.729448314670212,5.14814874473949,-14.1744321190976,2.69858099570412e-32,1.49680188847613e-30,62.7131061365251,"down"
"OLAH",-0.933729343451255,3.5405551267516,-14.1682720078053,2.82125469521492e-32,1.55530266459988e-30,62.6689620319739,"down"
"RGS5",1.09099413032237,8.7095019925887,14.1422943411183,3.43291465643503e-32,1.88102917629267e-30,62.4742697868329,"up"
"RNF182",-0.935338394182484,5.12479586456907,-14.1204901555203,3.98288073405087e-32,2.16923040461168e-30,62.3265566243936,"down"
"CRISPLD1",1.20080789568598,5.40740748098989,14.1205658460945,4.25065841584504e-32,2.30120974476976e-30,62.263147592326,"up"
"PLCB4",0.919449838361091,6.11964426328323,14.0956706908829,4.76412990056383e-32,2.56383919232129e-30,62.1487044613835,"up"
"DZIP3",1.48035924745633,6.52586737645287,14.1207158983332,4.89490385375641e-32,2.61862874211904e-30,62.1256278422935,"up"
"LRRC32",-1.14939659256925,7.11546491425493,-14.091036008966,5.1103026562593e-32,2.71777919501413e-30,62.0797288751847,"down"
"FUT8",0.747511972011598,7.52511271275902,14.0770753887658,5.44831273966962e-32,2.88059622686275e-30,62.0154560638451,"up"
"STX3",-0.52662740763997,6.89278215379899,-14.0500136647861,6.62327989115567e-32,3.47312510380763e-30,61.8215440960275,"down"
"MYOF",0.685964271796138,9.21789017394352,14.0495423896974,6.64584274923923e-32,3.47312510380763e-30,61.8181672024857,"up"
"IL13RA2",1.5426011127975,4.69672467051372,14.0743973953331,6.99345301021771e-32,3.63378210720565e-30,61.7717977726811,"up"
"ANK2",0.917386073647677,5.81304076716397,14.0414974638121,7.04307584653768e-32,3.63865421305984e-30,61.7605220383289,"up"
"INPP5K",-0.689836192480079,6.94010183990933,-14.0388168825763,7.18063913032037e-32,3.68864536234241e-30,61.741314700491,"down"
"NBEAL2",-0.601103718509504,6.77396422303108,-14.0374160671618,7.25359229107663e-32,3.70506937308609e-30,61.7312773729981,"down"
"IL6R",-0.590963900137028,6.67431140070801,-14.0122527917923,8.69784649279091e-32,4.41782191805183e-30,61.5509766694897,"down"
"PADI4",-0.732148894452969,4.69163915781366,-14.0024298697153,9.33673433159212e-32,4.7158332453589e-30,61.4805947125004,"down"
"RAB17",-0.75063427580989,5.81806585447283,-13.9968716233939,9.71881672267839e-32,4.88154566609641e-30,61.4407698792478,"down"
"ANKRD36",1.04179994662661,8.21884364227592,13.9931134347894,9.98598048175767e-32,4.9880248362194e-30,61.4138426308104,"up"
"FES",-0.580785560526619,5.5725225461079,-13.9749217579242,1.13867190430144e-31,5.65644653120293e-30,61.2835021315471,"down"
"ECM2",1.10275736789118,6.54433822855901,13.9715389189486,1.18901615943417e-31,5.87425961608978e-30,61.2408964921727,"up"
"MEFV",-0.936724953285036,5.3426878767535,-13.9329200603202,1.54175597761312e-31,7.57555206173923e-30,60.9825804488555,"down"
"MATN3",-1.0953723788815,4.9950190195257,-13.9246586307881,1.66732256584129e-31,8.14825044203843e-30,60.9051884181399,"down"
"ENAH",0.728985767961461,7.61921257653054,13.9006925470994,1.94535429707076e-31,9.45588612893374e-30,60.7517005534588,"up"
"MACC1",1.18890347464145,7.95716774659829,13.8975462180091,2.128483498899e-31,1.02907055152652e-29,60.6636439430261,"up"
"PAM",0.543786432106806,8.59523089328908,13.8833139938125,2.20521647590119e-31,1.06049798716078e-29,60.6272052616605,"up"
"IL4R",-0.644163468109882,7.97672727265393,-13.8808908524892,2.24410705342858e-31,1.0734905751348e-29,60.6098468628758,"down"
"IL17RA",-0.571132394260465,7.25531408694946,-13.8567621594426,2.67081222197053e-31,1.27088491046503e-29,60.437003379411,"down"
"LIN7A",-0.709356321636109,5.29924282133202,-13.8497067401407,2.81027416668454e-31,1.33024548382172e-29,60.3864642353469,"down"
"NKD1",-0.813189599615577,6.31277509884481,-13.8265652344504,3.32086507623722e-31,1.56374693511774e-29,60.2207032530053,"down"
"SLC1A5",-0.600311529649876,7.45730840736548,-13.8168238055045,3.56262578617755e-31,1.66889635921405e-29,60.1509286751868,"down"
"CDH2",1.19514747459164,5.72988452948937,13.8257298937794,3.59455762358447e-31,1.67517502447563e-29,60.1434681546959,"up"
"AFF2",-0.820793301303106,5.32646713867596,-13.7721043039802,4.91885486083288e-31,2.2805829126559e-29,59.8306388917469,"down"
"LILRA2",-0.845944029295643,4.58927596177645,-13.7579448612117,5.44776872592154e-31,2.5129222985233e-29,59.7292337530875,"down"
"ADGRA3",0.617432357529567,6.89622827552341,13.744198098653,6.01560279719738e-31,2.76076471520109e-29,59.6307877475777,"up"
"RRP9",-0.603382796284203,5.7926449872077,-13.7335711347379,6.49480561969593e-31,2.96563321250863e-29,59.5546863896829,"down"
"TP53INP1",0.855746812532737,8.319888790156,13.7282451130081,6.74914260236945e-31,3.06628132000112e-29,59.5165467597844,"up"
"CXCL12",0.892857886098069,7.87138176131981,13.6806244334599,9.51476874891727e-31,4.29453568050884e-29,59.1755614176468,"up"
"ANKRD36C",0.99698956993169,7.04942458218032,13.6801462573879,9.54763490523478e-31,4.29453568050884e-29,59.172137710873,"up"
"COL6A3",1.27659466981559,9.81020317789126,13.6900798625877,1.00888174018987e-30,4.51549495695872e-29,59.1198693993718,"up"
"MTARC1",-0.68877831723245,6.12150661770194,-13.6658856406217,1.05817304510582e-30,4.7127795570452e-29,59.0700350557975,"down"
"WWC3",-0.553702014270966,7.30845147440424,-13.6471763378705,1.21100803141246e-30,5.36702137843138e-29,58.9360878926062,"down"
"FAM107A",-0.94676016672072,6.68923448314166,-13.6385806681703,1.28844017210683e-30,5.68233541269162e-29,58.8745508979887,"down"
"CCDC80",1.80316187811776,8.75733602072217,13.6607900340266,1.48882808677157e-30,6.53422074393289e-29,58.7370017567693,"up"
"PCDH7",0.851425168473794,5.75772615256443,13.5859260124463,1.88337115771755e-30,8.22587373764463e-29,58.4976319998697,"up"
"FUT1",-0.644397916563187,5.44930078436679,-13.5377715704956,2.66496387349826e-30,1.1583624221297e-28,58.1529900356406,"down"
"SHMT1",-0.599684343402523,5.73175004571689,-13.5308062042756,2.80217618099821e-30,1.2121758302586e-28,58.1031440822567,"down"
"KLHL4",0.910610033811783,4.70031650810484,13.5224286496124,2.97659313769975e-30,1.28149421704493e-28,58.0431939630318,"up"
"NCF4",-0.824218608086545,5.88637867142252,-13.517872747845,3.07595768546919e-30,1.31799684522876e-28,58.0105925877043,"down"
"MID1IP1",-0.645666305890236,7.71437536230719,-13.5035327643926,3.41087483731913e-30,1.4546094058586e-28,57.9079816574864,"down"
