"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"LAT2",-0.397479118807187,6.01393179002566,-8.63148284961023,1.63807942002941e-15,1.05860443434495e-14,24.4093001637324,"down"
"SNHG17",-0.456770388808099,6.53751592292601,-8.63042313597485,1.64926842640917e-15,1.06507398879752e-14,24.4025799293841,"down"
"TNFAIP1",-0.463401959712217,7.31500623461672,-8.62943119795869,1.65981050526216e-15,1.07111682927018e-14,24.3962898471252,"down"
"SLN",1.11072105542076,5.3060599321781,8.63987726141889,1.6733119023587e-15,1.07905940864658e-14,24.3916686640121,"up"
"S100A3",-0.808126051503506,4.68179223292442,-8.63144109583241,1.69289016868793e-15,1.09090662972969e-14,24.3782761178848,"down"
"ADAMTS2",-0.519500421024462,6.4408917084052,-8.62546935031027,1.70258688306227e-15,1.09637378986937e-14,24.371170327976,"down"
"IGF2BP2",-0.407864551587046,5.52314589039747,-8.62519150790954,1.70562747726032e-15,1.09755003714666e-14,24.3694089109042,"down"
"ERGIC2",0.423770795718483,7.66724487319762,8.62499365584528,1.70779597272837e-15,1.09816382570677e-14,24.3681546188649,"up"
"SPOCK2",-1.02207470115256,7.19827577800965,-8.62902410054237,1.77674419088358e-15,1.14047502191591e-14,24.3320279764203,"down"
"C3orf36",-0.613455803439646,4.83179933135866,-8.61877370416274,1.77738005295821e-15,1.14047502191591e-14,24.328729817545,"down"
"PROM2",0.670501917386416,5.65612967030446,8.61695971522822,1.8032326085638e-15,1.1562429797181e-14,24.3146005556631,"up"
"IFT172",0.723829093388629,6.59516641993946,8.61777098740533,1.8121202132032e-15,1.16111827410136e-14,24.3102033290515,"up"
"ALPG",-0.404260155590735,5.69528191295805,-8.61419396629326,1.83040554923473e-15,1.17200400641864e-14,24.2997099253968,"down"
"MLF1",0.705007428529121,5.80667253412085,8.6139923236118,1.84969426468913e-15,1.18351633737116e-14,24.2897761460582,"up"
"POF1B",0.716598999254183,4.54751920010278,8.6139143025125,1.85442899802116e-15,1.18570668819727e-14,24.2873452455386,"up"
"SLFN12",0.563363458279819,6.54750242611906,8.60939642385047,1.88763611513793e-15,1.20608608600438e-14,24.2693176467658,"up"
"CD300A",-0.48768932422807,6.30542596790094,-8.60869620955601,1.89613618778143e-15,1.21066153063079e-14,24.2648824752758,"down"
"NHERF2",-0.571889005478426,7.8793586558222,-8.5987227176994,2.02141002476299e-15,1.28882708278436e-14,24.2017285559801,"down"
"SGPL1",0.428852446439737,7.83286621698645,8.58981146191832,2.14026653163649e-15,1.36364691420194e-14,24.1453300076555,"up"
"EMP2",-0.6911645664989,9.72098215846903,-8.58869540860319,2.16933833630282e-15,1.38119633088125e-14,24.1322996084571,"down"
"ZNF792",-0.404540601249836,5.37387650961655,-8.58515713313598,2.20507459079538e-15,1.40296125090648e-14,24.1158841143153,"down"
"ZBTB16",-1.1206183497711,7.8878681578005,-8.59454447773565,2.23948621743899e-15,1.42385336792306e-14,24.1040268391678,"down"
"ITGA2",0.840294863701843,8.25904888837384,8.5859651675223,2.28223600168187e-15,1.44899548393299e-14,24.0837296915728,"up"
"H2BC21",-0.501464211485302,6.93185259892475,-8.57865638533388,2.29886244459192e-15,1.45750458355929e-14,24.07476932668,"down"
"RAB32",-0.447149941834158,5.77212321282088,-8.57386757057483,2.37047258220333e-15,1.50185302142259e-14,24.0444912696439,"down"
"HSPA12B",-0.516094751462348,6.38079456890716,-8.57264365069402,2.38912685204536e-15,1.51261175555617e-14,24.0367541184438,"down"
"GDF10",-0.544847983135356,5.93306097478861,-8.57110363458938,2.41280585601623e-15,1.52653448175247e-14,24.027019469493,"down"
"ATPSCKMT",0.494018131995181,6.17680353555802,8.56746643338887,2.46965886420722e-15,1.56141159379702e-14,24.0040315118994,"up"
"PTPN21",-0.532479129412086,7.00519089092271,-8.56603441988752,2.49240540215129e-15,1.57469163108664e-14,23.9949821188068,"down"
"RGN",-0.648068066537817,5.54717309060272,-8.56560983515109,2.49930424099844e-15,1.57794760075886e-14,23.9922559273439,"down"
"ARHGAP26",-0.447443760816871,7.44224543325652,-8.56371078636445,2.52975762367024e-15,1.59605992153543e-14,23.9802997896958,"down"
"H3C1",-0.569325529158293,4.17853963908315,-8.55859369627032,2.61398327360669e-15,1.64804900813655e-14,23.9479731092368,"down"
"DLEU2",0.634272635083999,6.5788708330157,8.55512045777068,2.67273022683548e-15,1.68391316939509e-14,23.9260365015829,"up"
"IGF1",1.17263855122692,6.61786002283843,8.56766865396593,2.67714969322681e-15,1.68463586227432e-14,23.9281401048722,"up"
"CCDC113",1.28119612067814,5.86116346293703,8.5673229690618,2.70108828270005e-15,1.69822942725252e-14,23.919658972606,"up"
"LDLR",-0.658583871251128,8.69706244890346,-8.55115207936937,2.74606890499039e-15,1.72530986588034e-14,23.8993952904357,"down"
"PRKCQ",-0.543536855621235,5.70389027396008,-8.54944467758292,2.771562185805e-15,1.74011761957382e-14,23.8901979562892,"down"
"MARK1",0.478123552387603,5.3399134388401,8.54898002976215,2.77981176523393e-15,1.744085924322e-14,23.8872645327713,"up"
"FAS",0.387907873319822,7.09153759142567,8.54831226202958,2.79171029711621e-15,1.75033653233202e-14,23.8830489011923,"up"
"CFAP70",1.18109397247001,5.60168089313517,8.55445260296791,2.91529057165965e-15,1.82655177119715e-14,23.8440709719866,"up"
"CMTM8",-0.407102741079195,7.22232306067315,-8.5355384649558,3.02929420721594e-15,1.89666543818832e-14,23.8024377650824,"down"
"RSPH4A",1.57429725302425,5.70910926647204,8.54670471421879,3.10827472896297e-15,1.94476898439821e-14,23.781480328828,"up"
"LRRC37A2",0.493765695874466,7.9793090274177,8.52995924555394,3.13925547581743e-15,1.96279451983855e-14,23.7672471738941,"up"
"WNT2B",-0.389094310166493,5.77434353399003,-8.52814751717066,3.17580737491008e-15,1.98427605228487e-14,23.7558221619529,"down"
"ACAD11",0.505117870738791,6.97943163460002,8.52271194406514,3.28802265605632e-15,2.05155368070429e-14,23.7215516182108,"up"
"SLC25A1",-0.399365404944684,6.5655752454623,-8.52135661084425,3.31661000901377e-15,2.06796352355127e-14,23.7130080502599,"down"
"SGCD",0.568699550612574,6.04337186878322,8.52053489330709,3.33406195326787e-15,2.07741241347311e-14,23.7078285328787,"up"
"ODAD4",1.27858034732764,5.43183634377947,8.53347995388788,3.3501921850099e-15,2.08602531299411e-14,23.7070813973254,"up"
"MT1HL1",-0.517987756274437,5.84890824484066,-8.51877599074429,3.37172486017277e-15,2.09798791884529e-14,23.696742474821,"down"
"INSIG1",-0.505154518967852,7.72536110578518,-8.51638747194366,3.42354587198039e-15,2.12876741599551e-14,23.6816898032508,"down"
"PAQR5",-0.676744165246334,6.07610038009899,-8.51554153181832,3.4600214865157e-15,2.14996936492017e-14,23.6714697756153,"down"
"KIAA0825",0.533014233900512,5.43262830836926,8.51170282165377,3.52748789048526e-15,2.19038585287618e-14,23.6521725467071,"up"
"AAMDC",-0.400711733779647,5.35368887071307,-8.5095642960846,3.57597155537183e-15,2.21896766177878e-14,23.6387006074642,"down"
"ACVR2A",0.418065148341514,7.15944798570625,8.50731397795241,3.62770333950816e-15,2.24952440963603e-14,23.6245261626484,"up"
"MAP3K19",1.2068414717924,4.17430583227033,8.51583938622908,3.73536198062988e-15,2.31469552206133e-14,23.5995177397467,"up"
"CPXM2",0.632108864857929,5.58806095399094,8.49948351062634,3.81356687050493e-15,2.36153822439966e-14,23.5752171037299,"up"
"FGD5",-0.559360803652932,5.9302375486906,-8.49900544718087,3.8252151675036e-15,2.36713007045859e-14,23.5722074052412,"down"
"ACADL",-1.03160878360766,6.41687479331897,-8.50799552062143,3.85606697444007e-15,2.38458970697077e-14,23.5672957081317,"down"
"NIPSNAP3B",0.40643998916795,5.07036412610973,8.49614597233513,3.89562823004557e-15,2.4057633079127e-14,23.5542069750557,"up"
"MPHOSPH9",0.395214017177464,6.26021257731011,8.49550128873482,3.91167991985131e-15,2.41402717784135e-14,23.5501490845958,"up"
"CCDC138",0.655918598348002,4.4629585860526,8.49501339708274,3.93274581521184e-15,2.42537209517942e-14,23.5449531973295,"up"
"VEGFD",-1.38722782092518,7.59118576182571,-8.50636420045698,3.99211041609483e-15,2.46030472201182e-14,23.5342005592694,"down"
"IFT74",0.59975963473487,5.46900458876959,8.491577090604,4.01081107670748e-15,2.47014597714661e-14,23.5254518323166,"up"
"PDGFRA",-0.785564453799656,8.28091896262645,-8.49176069552002,4.12487427919723e-15,2.53866496652295e-14,23.4991302739587,"down"
"PPID",0.514597239704134,6.47653304075477,8.48394706227525,4.21074185958235e-15,2.58974946615538e-14,23.47744731536,"up"
"TRAF3IP1",0.588532285384703,6.77152076101772,8.48364889698037,4.21875220231798e-15,2.59291221353887e-14,23.4755718214769,"up"
"IFT57",0.601336744067855,8.03777981211953,8.48189640739511,4.26613993111682e-15,2.62025619002902e-14,23.4645491010976,"up"
"DNAJC12",0.570568529306445,4.97642814953791,8.481423160975,4.2790268812246e-15,2.62638710340473e-14,23.4615726873157,"up"
"CETP",-0.402630212854496,4.52950733258351,-8.48069863063664,4.29883135202504e-15,2.63675266307044e-14,23.4570160148926,"down"
"RMDN3",-0.379948998123862,6.9218404700165,-8.4794025688297,4.33448515198175e-15,2.65501898774166e-14,23.4488653679783,"down"
"DOK3",-0.412401222311384,5.75046288138143,-8.47648977136387,4.4156877775908e-15,2.70109832186728e-14,23.4305496126181,"down"
"SNORD36B",-0.667512172008619,4.46323882064032,-8.47574456444121,4.45592935951677e-15,2.7238713549284e-14,23.4217979928157,"down"
"GCOM1",-0.823800040920094,6.16888194619468,-8.47828812079953,4.52850045021867e-15,2.76449510941438e-14,23.4073573213339,"down"
"CABCOCO1",1.35341379747831,6.08614276626359,8.48540953400761,4.55972854095203e-15,2.78168054917323e-14,23.4029958915569,"up"
"FBLN5",-0.503868402045601,9.20945935568529,-8.46969834277401,4.6109238108776e-15,2.81101565570764e-14,23.3878566720317,"down"
"DACH1",-0.602923577170796,5.94157947415477,-8.46828984987947,4.65247348165355e-15,2.83443482126885e-14,23.3790045294999,"down"
"TBC1D19",0.381832720810332,6.76876571109686,8.46355641004823,4.79484592158522e-15,2.9192055203402e-14,23.3492608491202,"up"
"CCDC39",1.12956651879113,4.67810173635761,8.47456261830876,4.81926203062017e-15,2.93209609817207e-14,23.3477399615749,"up"
"CR1L",-0.445709517884564,4.09505692010811,-8.46008267769181,4.90206918551248e-15,2.9804712512588e-14,23.3274379379781,"down"
"XPO1",0.442460076903179,8.74245466942246,8.45952300435604,4.91956552548224e-15,2.98909891907829e-14,23.323922325375,"up"
"TET1",0.514891946420929,4.90396007270697,8.45516415966572,5.05796611881496e-15,3.06906521343665e-14,23.2965458931633,"up"
"MSMO1",-0.820126974229129,7.74861346724935,-8.45295256976381,5.31899499377263e-15,3.2252873064184e-14,23.2485840095045,"down"
"AKR1B1",-0.457785888907084,7.2211641637112,-8.44062798588546,5.54801543020529e-15,3.35965221061527e-14,23.2052983910824,"down"
"MMP2",0.557878629607769,9.20901902955207,8.43914404043846,5.60061653236536e-15,3.38923521212284e-14,23.1959875376054,"up"
"AZIN1",0.59530760229452,8.93070853337376,8.43869771124965,5.61653397214028e-15,3.3965942235532e-14,23.1931872490157,"up"
"CAVIN2",-0.546877870593433,6.65587448657917,-8.43804255462609,5.63998009498383e-15,3.40849331809818e-14,23.1890768980425,"down"
"OMA1",0.41562552002614,6.67798274052551,8.42822813491663,6.00304819131561e-15,3.62548822295821e-14,23.127521272363,"up"
"DNAJB4",0.568322363988734,7.96997606288733,8.42676465315103,6.0591367743257e-15,3.65448002512866e-14,23.1183453544072,"up"
"AGTR1",-0.601463395820652,6.46594792451461,-8.42478246179287,6.13593434257916e-15,3.69586824725238e-14,23.1059184008767,"down"
"CLEC2D",0.684893476379265,6.57247955182323,8.41806436146896,6.4529876670618e-15,3.88425176417482e-14,23.0565722475995,"up"
"SEMA3D",0.891288071301202,6.26595242198055,8.42155873310398,6.56404553363754e-15,3.94847210044025e-14,23.0415792592826,"up"
"FLRT2",0.567324609048705,6.11582063264462,8.41369924854221,6.5834626286482e-15,3.95751899106439e-14,23.0364605912929,"up"
"RAB11FIP1",-0.478251312810895,7.43497226585942,-8.40741233163164,6.85155123230333e-15,4.11593851769132e-14,22.9970806529358,"down"
"CLDN16",0.740986776591485,4.95060710133865,8.40993904495543,6.87509868962223e-15,4.1273417830594e-14,22.9946116334262,"up"
"CFAP52",1.2811669640114,5.45494399497708,8.4165762156723,7.03566396402333e-15,4.22093151285567e-14,22.9749003041734,"up"
"HIVEP3",-0.412952856831752,5.18978237583311,-8.40107553505451,7.13271541618037e-15,4.27065430978058e-14,22.9574027960825,"down"
"ABCA5",0.604345672343095,6.60279650722809,8.40075200236656,7.14737353251173e-15,4.27659855112102e-14,22.9553773873762,"up"
"TYRO3",-0.420041859193191,5.69219050290602,-8.39642773001659,7.34618169013727e-15,4.39264739818327e-14,22.9283098396925,"down"
"ATM",0.517481734367617,7.89115771323361,8.38963409516101,7.66964435801054e-15,4.58303070989909e-14,22.8857991991333,"up"
"GCA",-0.57210318904771,7.44354614267967,-8.3868182550357,7.80781650313458e-15,4.66251446531306e-14,22.8681842296877,"down"
"ARMC1",0.387541273772833,7.67037550398141,8.38572636693476,7.86205643644691e-15,4.69180542850934e-14,22.8613545151294,"up"
"KCNJ8",-0.399170132394715,5.61440045364603,-8.38553336174187,7.87168280937739e-15,4.69445146962935e-14,22.860147320937,"down"
"KRT17P2",0.669432442171151,6.21251293330438,8.38386570803458,8.00022677429678e-15,4.76796639857727e-14,22.8444333728557,"up"
"IFT25",0.41782353201431,6.45844618015013,8.38209617911645,8.04508652109088e-15,4.79154329625709e-14,22.8386509699595,"up"
"SERPINB5",1.04956731683103,4.05793121582225,8.3863495169824,8.35725459297024e-15,4.96764883465115e-14,22.8041710880681,"up"
"MGP",0.555284431640949,9.61191740652491,8.3758842187208,8.36813526592617e-15,4.97084828772921e-14,22.7998119373285,"up"
"ZBTB9",-0.486151871998464,5.51592494962495,-8.3730149559025,8.52165869175095e-15,5.05643085140274e-14,22.7818772132015,"down"
"AGL",0.559330149972888,6.95613840048874,8.37298281561907,8.52339411297177e-15,5.05643085140274e-14,22.7816763329781,"up"
"AASS",-0.676802127103111,7.9633070672386,-8.37294083419755,8.58118740183369e-15,5.0873780524576e-14,22.7753175659552,"down"
"NCMAP",-0.3792030989391,5.76148047530041,-8.37133200024988,8.61300289096516e-15,5.10289378356593e-14,22.7713590681867,"down"
"ANLN",0.692934102827151,4.64153612552171,8.3721466229511,8.65282990519853e-15,5.12313262428945e-14,22.767271335155,"up"
"PZP",0.824601620922079,6.20011181202666,8.37563791080579,8.69870031230822e-15,5.14692078033892e-14,22.7633540632048,"up"
"SYNE2",0.5668322627426,8.0008399607122,8.36845871098812,8.77120196523034e-15,5.18642491613129e-14,22.753403967308,"up"
"LINC01270",-0.447702398286935,4.74010159038487,-8.36773628879335,8.81142847739942e-15,5.20680554667766e-14,22.7488900479515,"down"
"KIF27",0.694254967643414,6.87279079679348,8.36900394800598,8.82839047003921e-15,5.2134211782903e-14,22.7474650354502,"up"
"MT1A",-1.04582134038681,7.32817413556305,-8.37554972265921,8.9467815782189e-15,5.27988591701547e-14,22.7369205357218,"down"
"LZTFL1",0.448208402352199,5.90917738395604,8.36474830187744,8.9797594105899e-15,5.29589072610197e-14,22.7302222052823,"up"
"CCM2L",-0.450368109129338,6.02291942242839,-8.36406994608878,9.01841694776632e-15,5.31522213981456e-14,22.7259845439998,"down"
"BBS4",0.419366049713964,6.31566320830238,8.3575613625651,9.39780815164184e-15,5.53521716605823e-14,22.6853342694321,"up"
"ATP1A1",-0.390034068208719,10.5637005747913,-8.35732063610007,9.41213963014003e-15,5.54004911432916e-14,22.6838310767632,"down"
"STRBP",0.705812136414457,6.37822863815592,8.35771312403899,9.50920242950685e-15,5.59353930807882e-14,22.6743163335795,"up"
"PPP1R15A",-0.521687899790077,6.76774189628842,-8.35347697494661,9.64392547389797e-15,5.66541456851927e-14,22.6598325991202,"down"
"FLT3",-0.585834342513804,4.68908333536592,-8.34744611523602,1.0019058944595e-14,5.88196830636904e-14,22.6221889718791,"down"
"HAS2",1.20054844965409,7.39793751883081,8.35676572683123,1.02187316497533e-14,5.99529869211031e-14,22.6064694697517,"up"
"ERVFC1-1",-0.39009135626884,4.14029690031949,-8.33933258892037,1.05466475656621e-14,6.17966562807199e-14,22.5715668253655,"down"
"ARID3B",-0.429339022203796,5.32630181861489,-8.33872399389971,1.05873143407362e-14,6.19947596856192e-14,22.5677706408633,"down"
"FANCL",0.380743346209459,6.55076430656403,8.33654492972778,1.07341995524934e-14,6.28141735625194e-14,22.554179587859,"up"
"KLF7",-0.417140633831255,7.38649271629404,-8.33448953447257,1.08745988606081e-14,6.35945978646559e-14,22.5413614782426,"down"
"TOP2B",0.473142284166859,8.2012574957206,8.3265047820841,1.14374997192514e-14,6.68432029487732e-14,22.4915807995335,"up"
"FAM227A",1.11088116631002,5.71049491310947,8.33138294714372,1.19079132117824e-14,6.95025457377178e-14,22.4552280223507,"up"
"ADD3",0.425421956039631,7.8245657543518,8.31525076704396,1.22802206040557e-14,7.16293383750113e-14,22.4214581033791,"up"
"GRAMD2B",0.58811130947372,6.98267229968095,8.31493715886251,1.23045649243076e-14,7.16469498111648e-14,22.4195047135123,"up"
"ADAM22",0.409362391210779,4.87429459201537,8.31490564418632,1.23070139427872e-14,7.16469498111648e-14,22.4193084182001,"up"
"PLA2G12B",-0.441478548866764,5.13159044763207,-8.30858887755932,1.28077724366889e-14,7.44662833441185e-14,22.3799706530224,"down"
"CDH19",-0.543968373523884,4.20903708676632,-8.30306501310673,1.32621898953259e-14,7.68119531349399e-14,22.3455828598545,"down"
"PYGL",-0.434812931315436,7.65195178750906,-8.30190462680195,1.33596601157683e-14,7.73019352892106e-14,22.3383605338976,"down"
"FGL1",-0.409853395324594,3.07858539172776,-8.30185446609869,1.33638894875607e-14,7.73019352892106e-14,22.3380483414615,"down"
"OR10G4",-0.388296712142416,4.01655927126429,-8.30118619710009,1.34203623005237e-14,7.75789613548815e-14,22.3338892283011,"down"
"CREB5",-0.437485539277474,5.13109700945029,-8.30045338631166,1.34825611675644e-14,7.78887127897442e-14,22.3293286169482,"down"
"EFCAB10",1.29301783681032,4.80972878881397,8.31290603842326,1.35426840788203e-14,7.81860834971996e-14,22.3289296226151,"up"
"AGPS",0.439493719114311,7.91096020611494,8.29958694729838,1.35564706574071e-14,7.82157314700814e-14,22.3239366351774,"up"
"PHYHD1",-0.413118931829508,6.78529222259771,-8.29932171168419,1.3579176105316e-14,7.8296767326634e-14,22.3222860895389,"down"
"DNAH9",1.44662347529543,5.74771385111803,8.31199323413599,1.36652042933998e-14,7.87425825472453e-14,22.3202034546524,"up"
"LOC102724971",1.35227283456968,7.24193783480302,8.30804774672391,1.3964573374989e-14,8.0365186431111e-14,22.2986773628171,"up"
"CDKL2",-0.631347810641988,5.87638428407795,-8.29400361641541,1.40504082015245e-14,8.07931576366288e-14,22.2886670955952,"down"
"ENG",-0.522744848167797,8.72217079505327,-8.2937680983809,1.40633429141926e-14,8.07931576366288e-14,22.2877323054148,"down"
"TSGA10",1.06137486525141,4.75697976626467,8.30417870251018,1.40657482712149e-14,8.07931576366288e-14,22.2907323448989,"up"
"MT1X",-1.05423394832487,8.33539650495101,-8.30368714104874,1.40923653197385e-14,8.08946507020672e-14,22.2888097259663,"down"
"MROH9",1.21390966048699,4.15204064392977,8.30131142848705,1.44945737851995e-14,8.3150660908622e-14,22.261689954313,"up"
"TRGV9",-0.386489422721984,4.33354603743757,-8.28804636814822,1.45800582834717e-14,8.35880196200807e-14,22.2521445615272,"down"
"NREP",0.516650558378746,6.78146792081083,8.28633895244696,1.47378639766261e-14,8.44391813768547e-14,22.2415272287448,"up"
"ADORA3",-0.551250224247272,5.52309600013466,-8.28124533389864,1.52187608417697e-14,8.70840612471136e-14,22.2098597313973,"down"
"ZC3H6",0.531563765858924,7.4140312914834,8.28057471263885,1.5283222739197e-14,8.7397607074687e-14,22.2056911403653,"up"
"CCL18",1.0321618259686,10.0331740540773,8.28976910910832,1.53544127231976e-14,8.77492069724585e-14,22.2041296355306,"up"
"TRIB3",-0.387673873914712,5.7213420206092,-8.27964384685888,1.537314867937e-14,8.78007815604446e-14,22.1999051448961,"down"
"DNAH10",1.33801022362371,5.56191770024654,8.29214064941613,1.54309465183406e-14,8.8075244616362e-14,22.2001864608781,"up"
"SEPTIN4",-0.452015097932235,6.17058774602539,-8.27788923195428,1.55440805205257e-14,8.86650044076169e-14,22.1889998428705,"down"
"RENBP",-0.431367994245558,6.01631463153187,-8.27728773969343,1.56031093395415e-14,8.89455936562388e-14,22.1852617069636,"down"
"SPATA31G1",-0.495964532164005,5.28257214697591,-8.27631822691231,1.56987225917014e-14,8.94342476065357e-14,22.1792366936472,"down"
"DNAAF1",1.64657407601844,6.72486758997419,8.290008647899,1.57307158710088e-14,8.95378056310086e-14,22.1814928758534,"up"
"ATP9A",0.425129230929479,7.12287627769254,8.27593468450259,1.57367075708077e-14,8.95378056310086e-14,22.1768532760343,"up"
"MAOA",-0.621984454087832,8.48905429023413,-8.27553459256014,1.57764286233092e-14,8.97073529454958e-14,22.1743670747172,"down"
"MBOAT1",0.446583299056742,7.29050626092767,8.27228627875447,1.61026198478538e-14,9.15045795376786e-14,22.1541840312282,"up"
"SSH1",-0.426116853714295,5.4316668132907,-8.2719357572897,1.61382157486092e-14,9.16492516225978e-14,22.1520063409311,"down"
"PLAAT3",-0.452127803667565,6.7949963019752,-8.26726754701323,1.66197787321557e-14,9.42656333233499e-14,22.1230084733971,"down"
"HPSE",-0.379964138863224,5.18951689223633,-8.2666407695271,1.66855106996657e-14,9.45791236587319e-14,22.1191156963984,"down"
"BCL2A1",-0.595309733880491,4.85927385989905,-8.26126017567487,1.72604908555888e-14,9.77770036499866e-14,22.0857040866314,"down"
"ZNHIT6",0.473385088371385,7.19018851399311,8.25664962280031,1.77687721711226e-14,1.0059328065067e-13,22.0570828265812,"up"
"ATP8B1",0.517707010631824,7.6879109674668,8.25468329124693,1.79900319489857e-14,1.01782151971702e-13,22.0448787237541,"up"
"ISM1",0.575824996857312,5.97396446346325,8.25353290162954,1.81207420299596e-14,1.02457553904231e-13,22.0377394673928,"up"
"NEK5",1.19194538480074,5.45035135590123,8.26409822011183,1.82918549401241e-14,1.03360412821039e-13,22.0321547159284,"up"
"CAPSL",1.18229084033632,5.00708506639485,8.2613687186502,1.86074033859934e-14,1.05077785142265e-13,22.0152860576451,"up"
"PDSS1",-0.444805245216918,6.392516602378,-8.24916750550394,1.86253658808912e-14,1.05113566123057e-13,22.0106525915374,"down"
"TCN2",-0.489079662876372,6.71039490447736,-8.24470689991449,1.91553771759648e-14,1.08015518597475e-13,21.9829823767871,"down"
"RAMP2-AS1",-0.438213166652664,5.84711227784156,-8.24463977941209,1.91634655270821e-14,1.08015518597475e-13,21.9825660694573,"down"
"MYO5A",0.405424502652764,6.91395231037919,8.24221618081251,1.94577991565464e-14,1.09606206962203e-13,21.9675351133026,"up"
"GABRR2",-0.392238389414987,4.94861519680552,-8.24150503207214,1.95450113714072e-14,1.10028921425213e-13,21.9631250493865,"down"
"SNHG29",-0.741913316475776,4.57880179879514,-8.24360491179974,1.97104023828863e-14,1.10890944582249e-13,21.9558694313798,"down"
"MYEF2",0.444033929167583,6.69756240247284,8.23562602181255,2.02809814113878e-14,1.13959200087233e-13,21.9266747260531,"up"
"CIMIP1",1.61214154346019,7.54708498348905,8.24836488042082,2.04190859830878e-14,1.14663948057824e-13,21.9242143271967,"up"
"PRAMEF8",-0.43058083013878,3.91750106012152,-8.23030503315598,2.09707310137065e-14,1.17688627619442e-13,21.8936954590369,"down"
"CYB5R2",-0.403361759103689,5.37933734186853,-8.22589777463043,2.1559594088933e-14,1.20918294142707e-13,21.866387578012,"down"
"NMNAT2",0.381744111713983,4.94301866669837,8.22336056509309,2.19059956304435e-14,1.22784938930465e-13,21.850670077823,"up"
"PDLIM3",0.675932932450762,7.01283765063941,8.22354890496217,2.2072253050496e-14,1.23640173376415e-13,21.8436422532263,"up"
"KRTAP23-1",-0.39229977719533,4.41999439625163,-8.22103353921678,2.22285461024209e-14,1.24438566756648e-13,21.8362567715599,"down"
"CNTN1",0.662066128032156,5.4973986824621,8.22129370126007,2.23146224199956e-14,1.24843131992067e-13,21.8327149210471,"up"
"ZBTB42",-0.421699973090354,5.87505757609268,-8.21948223544161,2.24461826542168e-14,1.25501507344944e-13,21.8266493332936,"down"
"ORM1",-1.02818287239889,3.78077865039195,-8.22871793343047,2.25158823710731e-14,1.25813406994358e-13,21.8265804383141,"down"
"C8orf34",0.654636949154835,5.64977656101438,8.2185035409215,2.2698274968937e-14,1.26754233473848e-13,21.8158826269786,"up"
"CD274",-0.983923751619376,6.23308448613556,-8.22339535727157,2.31759834156297e-14,1.29342016086857e-13,21.797868699208,"down"
"TFPI",-0.472189457968183,8.66724940191727,-8.21133096713977,2.36249075494515e-14,1.31766063636392e-13,21.7761824392521,"down"
"AGR3",0.881194355477474,6.29959032821555,8.21675232278873,2.38835921114505e-14,1.33126730135403e-13,21.7676462852425,"up"
"PDZD2",-0.624865385323984,6.75765304163583,-8.20610375061754,2.4426366304017e-14,1.36068254931989e-13,21.7433141843004,"down"
"MAOB",0.510993797635697,7.7271122637178,8.20400469450394,2.47365446494607e-14,1.37711268581142e-13,21.7308449212426,"up"
"RCAN3",0.463725110281257,6.76624329361359,8.20181268414822,2.50791054520022e-14,1.39532426087109e-13,21.7172839777096,"up"
"LHX9",-0.399119522585766,4.18655473310189,-8.20141380944144,2.51419438623385e-14,1.39796011352646e-13,21.7148165234948,"down"
"TNFRSF1B",-0.446205834665344,7.23403491718032,-8.20041557300888,2.52998897093264e-14,1.40587770658894e-13,21.7086416608392,"down"
"SULT1C4",-0.632109014613377,4.94211611045934,-8.19830044841554,2.5678024962375e-14,1.42601365899774e-13,21.6940909363456,"down"
"TNNC1",-0.787209102744101,6.12646702699072,-8.20161734096152,2.59037430008075e-14,1.43766568735605e-13,21.6869147871489,"down"
"CYP4Z1",-0.471340935912379,4.55601449245293,-8.1946907804975,2.62248619457383e-14,1.45370310761141e-13,21.6732367506204,"down"
"ANAPC4",0.439833842956971,7.02316364299137,8.19124370065137,2.67978947286089e-14,1.48455739118476e-13,21.6519243688431,"up"
"SENP7",0.439248459282816,6.60190433720311,8.18840005647882,2.72799373422019e-14,1.51033627379576e-13,21.6343462918678,"up"
"MEF2C",0.485830671111985,8.29694878357827,8.18444731544333,2.79642878276162e-14,1.54727739442765e-13,21.6099174403217,"up"
"GFRA1",0.700325860231467,5.92778125068103,8.18337596785738,2.85484003376576e-14,1.57863050429824e-13,21.5902240633124,"up"
"RAPGEF4",-0.520059262927968,6.57184455950437,-8.18034651924914,2.86922466196109e-14,1.58561492474268e-13,21.5845799018217,"down"
"BACE2",0.522909072432888,7.12204246251694,8.17965686923602,2.88165014107797e-14,1.59150879202724e-13,21.5803194033219,"up"
"ABCG1",-0.518154473779291,6.5083959799333,-8.17789264295713,2.91367946115801e-14,1.60821587352439e-13,21.5694212513643,"down"
"PRKD1",-0.433184646424181,6.62769446961569,-8.17764826168853,2.91814389260854e-14,1.60969731135289e-13,21.5679117295639,"down"
"LOC389765",0.642173600369873,8.53334473755064,8.17639229607959,2.95157620284036e-14,1.6271463688951e-13,21.5568545384205,"up"
"EPS8",0.418421497309284,8.62057935793406,8.17315125854981,3.00151670222531e-14,1.65366925684455e-13,21.5401382265504,"up"
"C6orf118",1.25331121463253,5.29389144412121,8.18499738414698,3.01252739943359e-14,1.65872473923746e-13,21.540372364458,"up"
