"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LINC00852",-0.228255451175206,5.82408335132854,-4.4113595381213,1.65359758756025e-05,3.29662090168297e-05,1.89225173481862
"MPV17L",-0.242947156023662,4.5202576301535,-4.41127184029308,1.65420960589151e-05,3.29711398740413e-05,1.89189787634542
"FMN2",0.203952889637873,3.80032111443427,4.40917724518865,1.66889197881276e-05,3.32564522381445e-05,1.88344796812228
"SNORA55",-0.200185963242798,5.96701866906863,-4.40893370876579,1.67060717903258e-05,3.32832955170418e-05,1.88246572136752
"FAM81A",0.218348720358167,4.3089065833505,4.4086704329456,1.67246330508932e-05,3.33129339971635e-05,1.88140391088675
"TRIM61",-0.21105602620373,4.28359271601345,-4.40472039099143,1.70055035458402e-05,3.38649245722338e-05,1.86547940267324
"DYNC2LI1",0.201543352296847,5.59244549090167,4.40343622117122,1.70977865626289e-05,3.40411998046086e-05,1.86030484398068
"TMPRSS2",-0.36051951051917,7.90574836594042,-4.4035279833262,1.71066286258791e-05,3.40513054615969e-05,1.85994283986054
"MTMR11",0.166431571299855,5.7193527800396,4.4021730630141,1.71890284672153e-05,3.42077936104102e-05,1.85521616988704
"SMC3",0.248093803103205,7.49722491962007,4.40197335562524,1.72034966800559e-05,3.42290522632891e-05,1.85441175273062
"EFHD1",-0.227074218890945,6.2439502582416,-4.40097436688181,1.72760461255654e-05,3.4365837848457e-05,1.85038830055847
"ARHGAP23",-0.201768213552444,6.49568464873315,-4.40004963097179,1.73434647678874e-05,3.44923592095183e-05,1.84666457721569
"TIGIT",0.270056364202274,5.06627080583547,4.39953742254734,1.73809163447633e-05,3.45592400864317e-05,1.84460229687297
"MKX",0.254432029333999,4.92530058044985,4.39819594444809,1.74793705414345e-05,3.47473590732431e-05,1.83920210951387
"NDUFS5",-0.208032931723193,7.76488996089602,-4.39809124562636,1.74870771078388e-05,3.47550371800332e-05,1.83878069651408
"TRUB2",-0.200712971859825,6.66458268884087,-4.39727720545245,1.75471075076991e-05,3.48666810938698e-05,1.83550446626821
"FICD",-0.232483133137965,5.60476283245661,-4.39288176515801,1.78746762157623e-05,3.55097665714583e-05,1.81782301562384
"NAPSB",-0.335640737763394,7.62376206373568,-4.39143319663225,1.79854941988415e-05,3.57220678936128e-05,1.8119278597921
"TRNT1",0.24268017038383,6.50706361496137,4.38864432845343,1.81960201036957e-05,3.61322683412065e-05,1.800791030262
"COL4A3",-0.300130987486757,5.59425300506427,-4.3872506803506,1.83029128123204e-05,3.63365469337262e-05,1.79519236666654
"FCGR1A",-0.504939731708576,6.34143229238606,-4.38364381302559,1.86929659081688e-05,3.7102767239463e-05,1.77591357583939
"TMTC4",0.188134942950592,6.52157292355671,4.38055921462331,1.88245948619829e-05,3.73558301464415e-05,1.76833145638351
"MGST3",-0.238339020287076,7.24156020396734,-4.37939108057114,1.89171158465177e-05,3.75311925320093e-05,1.76364581267607
"RBMXL2",-0.225391882829546,5.1827146284674,-4.37823334277255,1.90092437763716e-05,3.77056983286914e-05,1.75900289314869
"LYRM2",0.202315749629,7.59706734326839,4.37486173434172,1.92800008560676e-05,3.82343688834629e-05,1.74548740504833
"NDC80",0.21041840459393,3.94685992760708,4.3744972069409,1.93094948748372e-05,3.82844612200446e-05,1.74402667156768
"SLC15A2",0.353490027484011,7.84221367763296,4.37429767912812,1.93388676390697e-05,3.83342912354373e-05,1.74267538744319
"AIF1",-0.252899340766959,6.55357440956833,-4.37362435686338,1.93802934359776e-05,3.84051367000123e-05,1.7405293988433
"AKT3",-0.24914436394377,6.97146522760229,-4.37358977571397,1.93831035020635e-05,3.84051367000123e-05,1.74039085351252
"ZNF845",0.313630266079657,6.67317053916713,4.37304423807347,1.9427485673783e-05,3.84846402227591e-05,1.73820534102193
"GZMH",-0.240653718921585,5.10734713825663,-4.37264954981478,1.94596562667759e-05,3.85399238352511e-05,1.73662429670879
"FOXD2",-0.193902071907699,4.10203672535329,-4.36874146279497,1.97809704094777e-05,3.91677077249426e-05,1.72097565273411
"BCL6",-0.247609419834642,8.38444913931688,-4.36814165128807,1.98307338314303e-05,3.92559319610168e-05,1.71857493358576
"SMG1P1",0.270270257164594,9.84024539299954,4.36809979997912,1.98342105074577e-05,3.92559319610168e-05,1.71840743577574
"KPLCE",-0.208875328131549,5.17783257467325,-4.36691064812321,1.99332405144194e-05,3.94432977655649e-05,1.71364875464828
"CHST11",-0.208427729256367,7.84376174822821,-4.36625760065522,1.99878264624894e-05,3.95426562466886e-05,1.71103588348981
"GPAT3",-0.263042089324095,5.53300316310079,-4.36499606289842,2.00936802537201e-05,3.97433741356122e-05,1.705989335066
"TAP2",-0.284712289172464,7.39691314213778,-4.36150399496713,2.03895061251425e-05,4.03196686083581e-05,1.69202627867323
"TUBB8",-0.207912125576615,4.50435563044728,-4.36123919926393,2.04121075112286e-05,4.03555355366319e-05,1.69096786987432
"ZNF487",0.282078373938265,4.89238184447161,4.36113014023048,2.04214231258165e-05,4.03651260342167e-05,1.69053196804404
"GAS8",0.251354055627433,6.66322230970075,4.36042964314965,2.04813555252809e-05,4.04747399571725e-05,1.68773234282252
"ZNF439",0.250131959327616,5.39385705585522,4.3592011749758,2.05868670602868e-05,4.06743586302563e-05,1.6828235163017
"SLC7A8",-0.263563991863013,7.49993109511534,-4.35836158259589,2.06592782261122e-05,4.08085065419009e-05,1.67946925655663
"NRBF2",-0.190550890285908,6.22672606440169,-4.35737257788024,2.07448888906264e-05,4.09686632722047e-05,1.67551876737877
"FAM183BP",-0.188130640075014,4.36172841102562,-4.35698279006703,2.07787232555947e-05,4.10265204092229e-05,1.67396200012811
"MCEMP1",-0.516080335099737,7.04812348998624,-4.35659971410754,2.09408393816633e-05,4.13375827182572e-05,1.6674584807862
"MACROD2",-0.38469836266761,5.92429973648911,-4.35461535141827,2.10277422234676e-05,4.15000692954312e-05,1.66288321803217
"SOD2",-0.363379884899924,9.08501340633769,-4.35233402169498,2.12103272023515e-05,4.1851280715072e-05,1.65449276474075
"ATP5MC1",-0.313964763759231,6.55836242488405,-4.34836567009695,2.15403649538348e-05,4.24886508701792e-05,1.63957578847519
"PIGZ",-0.228095295157609,5.55308778091717,-4.3483391810971,2.1542746995786e-05,4.24886508701792e-05,1.63947017261641
"PTPRJ",-0.213893872241074,7.90795036425734,-4.34754147059715,2.16146001212316e-05,4.26210686359989e-05,1.63628982451524
"H4C3",-0.308395364359019,6.40400395800789,-4.34740039478737,2.16273312993284e-05,4.26368735885799e-05,1.63572742762109
"RCSD1",-0.231941382831402,6.49783686661182,-4.34723820444398,2.1641976811901e-05,4.26564448128182e-05,1.63508087666362
"NUP58",-0.196007065411577,7.46988242548598,-4.34641134205084,2.17167890144207e-05,4.27945705055313e-05,1.63178500781092
"ADAMTS6",0.298016594158836,4.92181503025981,4.34443810708163,2.18963250332395e-05,4.31389572075655e-05,1.62392181114005
"PRMT5",-0.17267543097002,7.21465271691673,-4.34361907664375,2.19712621859934e-05,4.3277163708838e-05,1.6206589070636
"ACTN1",0.202913537594469,8.96865391777447,4.34235532260296,2.20873719005695e-05,4.3496390623622e-05,1.6156252895857
"DPYD",-0.218748279838383,8.91349615395094,-4.34166514120167,2.21510317090024e-05,4.3612255592572e-05,1.61287676501424
"NINJ2-AS1",-0.332926201439617,5.42944110442722,-4.3415656196985,2.21620992421225e-05,4.36245458846134e-05,1.61241241828948
"ATP8A1",-0.299899547889734,7.39100860747138,-4.33935602324016,2.23652975152982e-05,4.40149444570769e-05,1.60368375623185
"ALG13",0.209444431433123,6.08269904340794,4.33803556586478,2.24887158136887e-05,4.42482001461501e-05,1.59842860980107
"SLC25A36",0.183377654383703,7.73247310134225,4.33394271682866,2.28754211253359e-05,4.4999278153647e-05,1.58214837725497
"EVC",0.195727680930977,6.51184940678075,4.33195196821542,2.30658097043213e-05,4.53639298535498e-05,1.57423434900786
"H3C7",-0.260314909724111,4.85063859252175,-4.33183777167294,2.30767770188302e-05,4.53756287575564e-05,1.57378046352767
"SYAP1",0.231871389865491,7.63189639035562,4.33135645558226,2.31230570597255e-05,4.54567425259791e-05,1.57186753449365
"TIAM1",0.209810517260145,6.67328570782788,4.33085891255049,2.31709908777462e-05,4.55410714186312e-05,1.56989029960966
"BLTP3B",0.196603724664404,6.837207547331,4.33068720041317,2.31875559013796e-05,4.55637237349213e-05,1.56920795986555
"CCL22",0.324447653970511,5.33827348935637,4.32858787040697,2.3390997621988e-05,4.59535005433276e-05,1.56086758545905
"MSTO1",-0.200763882587337,6.41251475213743,-4.32848264074963,2.34012401062727e-05,4.59636349773651e-05,1.56044960989101
"SMG1P5",0.261466070883399,10.0045428151549,4.32828187786178,2.34207932024136e-05,4.59920485106477e-05,1.55965219674829
"ZAP70",-0.228187542683093,5.05702491710836,-4.3276460111968,2.34828261780946e-05,4.61038504834209e-05,1.55712679165057
"GPR132",-0.240065154064045,5.27052358063665,-4.32754106235362,2.34930797564715e-05,4.61139674507726e-05,1.55671000702457
"RUFY3",0.192302709079017,7.66068293581493,4.32717052781421,2.35293155811873e-05,4.61750688451301e-05,1.55523856600602
"HOXA4",-0.271672201423704,4.44564515955736,-4.32494248865421,2.37483350933832e-05,4.65947694399473e-05,1.54639294470263
"RIMBP3B",-0.191807646588885,4.95823748053092,-4.32330767419003,2.39102811255012e-05,4.69023327523663e-05,1.53990492109527
"CEP20",-0.149445782642779,6.99260589897662,-4.321648909206,2.40756811734879e-05,4.72165365486993e-05,1.53332393507265
"CNTFR",-0.253045101435155,5.53194431987227,-4.32026064667356,2.42149509856347e-05,4.74793693040822e-05,1.52781775859722
"TRIM31",-0.16518242860427,4.04045308850699,-4.31914926298253,2.43270005429558e-05,4.76887276471951e-05,1.52341081155248
"ARSL",-0.342521802168208,5.2896477286477,-4.31841833285533,2.44126792623995e-05,4.7846311123207e-05,1.52012747869435
"PHOSPHO2",0.213657660529631,5.94397510323543,4.31707660420204,2.45372944060174e-05,4.80801210933687e-05,1.51519466494305
"LRRC4B",-0.216595122557422,4.73266460053943,-4.31603960603904,2.46431618970374e-05,4.82771022125926e-05,1.51108517455294
"KLHL5",0.22482873199858,7.07603162265009,4.31362124280827,2.48917566324693e-05,4.87535467318361e-05,1.50150471037094
"SOX1",-0.226332412552056,5.39927597658794,-4.31290523487897,2.49658182392775e-05,4.88880144468935e-05,1.49866906907447
"RNVU1-3",-0.216136658817417,3.55993731445095,-4.31191108788961,2.50689998508703e-05,4.90794343117622e-05,1.49473255097525
"ZFHX3",-0.200294070215881,6.86790696835426,-4.31074949202962,2.51900784641989e-05,4.93058019906522e-05,1.4901339454293
"ZNF17",0.199506199985443,5.34647256049187,4.3105488059884,2.52110535985845e-05,4.9336176533507e-05,1.48933956043091
"TMEM40",-0.206183774155335,4.86749958514225,-4.31004590570511,2.52636888390755e-05,4.94284810201432e-05,1.48734904209514
"TC2N",0.25131463459592,8.97460106596729,4.30671880302896,2.56145763046341e-05,5.01041506642572e-05,1.47418499276959
"LGALS16",-0.248377332194206,3.22969731722842,-4.30662642395684,2.5624385221419e-05,5.01124955195435e-05,1.47381960578619
"BCLAF3",0.216339119437636,5.82401358645747,4.30480056282636,2.58189973379009e-05,5.04821701842479e-05,1.46659911860349
"PENK",0.307109257639214,5.48502307377904,4.30438002183293,2.58640215287128e-05,5.05592688953714e-05,1.46493642380065
"GIMAP4",-0.273345597835016,6.0186642159818,-4.30390653057997,2.59148047275955e-05,5.06475896113686e-05,1.46306454156787
"PRDM5",0.176531816149376,6.35936555818095,4.3025512475651,2.60606909920909e-05,5.09195633186327e-05,1.45770756750922
"LCN10",-0.231781577806949,5.54204066208094,-4.30250920240012,2.60652294036757e-05,5.09195633186327e-05,1.45754139975506
"SNORD59B",-0.392039797428436,5.78976330934866,-4.30285741069307,2.60922513109734e-05,5.09613402684188e-05,1.45693036130967
"RASAL3",-0.23950777586641,5.89230404854111,-4.30146355764112,2.61783415635634e-05,5.11184419171008e-05,1.45340931683225
"RIGI",0.255697334089748,6.52868360685995,4.30069073464937,2.62622433815846e-05,5.12712032850154e-05,1.45035588473823
"SFT2D1",-0.198818703761771,7.38055240917102,-4.29910615206593,2.64350804448542e-05,5.15974875435939e-05,1.44409661404493
"MRTO4",-0.251602918493086,5.85680494449862,-4.29727185290385,2.66365158642028e-05,5.19794387930623e-05,1.43685334136127
"DAB2",0.219825717387479,8.92609622311292,4.29670491334657,2.66990717725908e-05,5.20902692913236e-05,1.43461513506771
"AFAP1",0.189362648107606,6.45199918744868,4.29624851493667,2.67495328244976e-05,5.21774598201257e-05,1.43281351054246
"ZFAT",-0.187261911468157,5.42293295050651,-4.29148864470271,2.72812746756363e-05,5.32031933439231e-05,1.41403353575474
"RAB38",0.201201337357193,6.69582803224248,4.29087274693456,2.73508140330601e-05,5.33273042210257e-05,1.4116047939662
"CXCL2",-0.437289152229035,7.0942748348715,-4.29173160744783,2.73647688690974e-05,5.33430089145126e-05,1.4117397752672
"PDZK1IP1",-0.276677075555821,6.44543379177534,-4.28889388848305,2.75753924145298e-05,5.37419967276921e-05,1.40380330108513
"MIR27A",-0.385641908060539,5.45927632062895,-4.28914526043024,2.7608248342623e-05,5.37944338934601e-05,1.40300896581444
"OR11H12",-0.195988194410276,3.3641571879803,-4.28803364173581,2.76735705990022e-05,5.39100951918938e-05,1.40041278417136
"CFAP74",0.371879141471785,4.91436939638829,4.28519684041787,2.80459202420439e-05,5.46236891228606e-05,1.38791601893311
"BBS7",0.163636036505467,5.5915273896878,4.28368567943567,2.81749381079058e-05,5.48631521502427e-05,1.3832847248778
"RNFT1",0.219892231692714,7.61077632129783,4.28175533991931,2.84003048027002e-05,5.52900852112861e-05,1.37568513645335
"HSD17B11",0.266433468530913,9.68294643403975,4.2785618899403,2.87769340420934e-05,5.60112509525439e-05,1.36311907482362
"NEU2",-0.209391117943175,4.80714488993669,-4.27839284801971,2.87970032107394e-05,5.60382492527539e-05,1.36245412206809
"VAT1",-0.199330429868402,8.47795732238946,-4.27802410271455,2.8840828281672e-05,5.61114543780065e-05,1.36100368115638
"FLRT3",-0.253007271650261,7.42733999974725,-4.27775306233518,2.88730819170327e-05,5.61567541367445e-05,1.35993762428117
"LTF",0.819298359979515,6.49999101523632,4.27988248584024,2.88765346733465e-05,5.61567541367445e-05,1.3611932303832
"PLEKHM3",-0.237902295622185,7.15147129102242,-4.27733530539826,2.89228623788833e-05,5.62347524231148e-05,1.35829461202785
"CLEC7A",-0.361045403915169,6.40423343490493,-4.2772358985258,2.89707736927131e-05,5.63157955183443e-05,1.35690773232035
"FABP5",-0.274849998276357,8.43547653611192,-4.27061954532743,2.97344886942649e-05,5.77879433114465e-05,1.33190036941447
"ADAMTS16",0.258473698701861,5.12131867830779,4.26843411122111,3.00032770853683e-05,5.82890503669263e-05,1.32331867391362
"FAM135A",0.205019308794518,6.74769646893844,4.26841834078992,3.00052251308124e-05,5.82890503669263e-05,1.32325676043155
"HMGCR",-0.327475876721739,8.02577139667397,-4.26613028948949,3.02915484758214e-05,5.88326293812891e-05,1.31421265987158
"P2RX7",-0.285223109877815,5.90214921193085,-4.26475473590114,3.04610688550851e-05,5.9149167422428e-05,1.30887892360731
"ZNF253",0.258729861736575,5.01025480359485,4.26407158504643,3.0546799943786e-05,5.93029027897293e-05,1.30619903798438
"SETD1B",-0.183821157179612,6.3045022460819,-4.26388537400737,3.05702082729527e-05,5.93356060531913e-05,1.30546862582577
"FOLR3",-0.235495153391893,4.91783628667349,-4.26266391232107,3.07241827668247e-05,5.96216648196741e-05,1.30067810888825
"PYCARD",-0.249789579563433,6.55247361633135,-4.26233917796549,3.07652427346738e-05,5.96885320953189e-05,1.29940470900163
"PRND",-0.20360556556428,4.08114744259613,-4.26152435156368,3.0868502149399e-05,5.98760197238182e-05,1.29620984014352
"FTH1",-0.15839892213412,9.59747744747983,-4.26132167688323,3.08942377035677e-05,5.99130851733067e-05,1.29541524845795
"DLL1",-0.195914343688584,5.94468212089577,-4.26104374427088,3.09295628748663e-05,5.9968727847237e-05,1.29432565743794
"ADA",-0.215337285860305,5.71366234153775,-4.25833621588892,3.12757179259959e-05,6.06268794530293e-05,1.2837143338587
"SERPINA1",-0.328094162788348,9.05208301412108,-4.25821113207734,3.12965908396164e-05,6.06543360730915e-05,1.2831020176525
"SAMD4A",-0.234841782151538,6.10256421704255,-4.25702939784725,3.14441171940076e-05,6.09271889307808e-05,1.27859468495947
"ACTE1P",-0.222504438079384,4.07310422623757,-4.25617412643629,3.15547986836344e-05,6.11285482962799e-05,1.27524474821575
"SFRP1",0.491211876942002,6.02383959810813,4.25709972764001,3.16035063871014e-05,6.12097903268603e-05,1.27460420530663
"EBF1",0.369468997928311,7.0138368081987,4.25306316770112,3.20118873404846e-05,6.19781940624105e-05,1.26178386857964
"NBPF9",0.265012099115406,9.93522270988087,4.2526564696045,3.20139549022738e-05,6.19781940624105e-05,1.26147268135275
"ZNF837",-0.206426492971615,5.58215750308351,-4.25217187517159,3.2077707404874e-05,6.20883221253406e-05,1.25957618145851
"BOD1L1",0.22484930087214,6.72357475466536,4.25078658613613,3.22606246835333e-05,6.24290042302706e-05,1.25415573887435
"GDF7",-0.215514226290181,5.79592808201163,-4.25020132344075,3.23382038994208e-05,6.25657396650253e-05,1.25186613258012
"TNFRSF10C",-0.171266546073226,5.7337994100679,-4.25003895900836,3.2359757652404e-05,6.25940455574208e-05,1.25123099348888
"EXTL2",0.198988212131556,5.08261729369212,4.24955774496968,3.24237192236383e-05,6.27043519788052e-05,1.24934869426026
"GGTA1",0.312621799271477,5.86955337734051,4.24904069801762,3.24925784236514e-05,6.28240807374321e-05,1.24732643147591
"IRF6",0.42104206484886,6.53200487852299,4.24819445672293,3.27206585509515e-05,6.32515445711253e-05,1.2412077758137
"WRN",0.208952689369282,6.29105427378021,4.24641134999119,3.2844920072319e-05,6.34781792162966e-05,1.23704577532857
"VSTM2L",0.262251222074677,6.26917770766923,4.24606810585954,3.28911848482454e-05,6.35540077394714e-05,1.23570409693709
"IDO1",-0.774034340105324,5.67713232102415,-4.24433597046641,3.34108582484072e-05,6.45443524409935e-05,1.22210089726458
"EIF3I",-0.184255665824521,7.48959003999073,-4.2420202609639,3.34415060127546e-05,6.45897577144443e-05,1.21988867549268
"DYNLL1",0.20916279507498,8.09079270285336,4.24001859537191,3.37168854069343e-05,6.51077234011305e-05,1.21207260122541
"POU2AF1",0.305427392468312,5.70443282885646,4.2398779597328,3.37363147256081e-05,6.51313306500582e-05,1.21152356563409
"RPL10",-0.197910990201674,8.43312571268536,-4.23861333578131,3.39115089597745e-05,6.54555833700515e-05,1.20658721372048
"C2CD4B",-0.30729869257499,5.28849072569932,-4.23763034781548,3.40482877331633e-05,6.57055644387469e-05,1.2027510575123
"PIK3AP1",-0.324048044219349,7.09696330059205,-4.23727303107461,3.41007793775169e-05,6.57928182569633e-05,1.20129509041339
"B4GALT5",-0.21260698662093,8.41171933898093,-4.23633614094778,3.42291764133417e-05,6.60264527316028e-05,1.19770149391052
"CD8A",-0.261729544427759,5.84068201753301,-4.23616509418214,3.42531519450652e-05,6.60586063855236e-05,1.19703422332803
"AIDA",-0.21059188868546,4.58874882730815,-4.23516725466341,3.43933391204234e-05,6.63148174424713e-05,1.19314200210886
"PSME2",-0.28352104148304,6.5065620260282,-4.23379239753149,3.45873931358685e-05,6.66747593478437e-05,1.18778042861817
"CD37",-0.286587449968311,7.24799802495775,-4.22663406475307,3.56147961159618e-05,6.8626813668648e-05,1.15988847350346
"ITGB2",-0.298568293900079,8.13925738064131,-4.2266313000001,3.56151985104852e-05,6.8626813668648e-05,1.15987770849059
"EIF4E2",-0.160611140304292,7.18729464225461,-4.22647803630899,3.56375119975392e-05,6.86551770657898e-05,1.15928096077376
"ZNF507",0.223636102364294,6.55915291652678,4.22483717381989,3.58772427147048e-05,6.91022904524172e-05,1.15289323551289
"CHIT1",0.765801177816483,6.4886938473292,4.22650021422009,3.59365139804865e-05,6.92017088173755e-05,1.15264843641594
"KRTAP10-2",-0.222454939078427,6.65652454488696,-4.22362183036338,3.60557983825518e-05,6.94166254635118e-05,1.1481633597145
"BHLHE22",0.177640748626673,5.9290736331081,4.22324430540809,3.6111436336002e-05,6.95089410078334e-05,1.14669434018411
"STARD4",-0.362262088711104,7.2991799720882,-4.22305941677811,3.61910579373038e-05,6.96473722458841e-05,1.14482387319142
"SYNM",0.300901546631926,7.29095632601105,4.22253588443212,3.62160619609495e-05,6.96806589037976e-05,1.14393804073543
"XAF1",0.293621573325321,7.12457495490265,4.22215303389974,3.62727251886098e-05,6.97748315808981e-05,1.14244862106544
"LOC100133920",-0.211678275632018,5.65240800645673,-4.22185784821139,3.63164715885703e-05,6.98441224488969e-05,1.14130032514122
"PIK3R3",-0.289422572530114,7.74021970326169,-4.22166964636091,3.63443893629176e-05,6.98829485814841e-05,1.14056824011882
"RBM24",0.256970306983726,4.38883538525149,4.22114538159083,3.64222668179325e-05,7.00178001915645e-05,1.13852905098002
"FAM149A",-0.198049459537457,5.11217312153474,-4.22065878902298,3.64946909973218e-05,7.01421133730412e-05,1.13663658272296
"SNORD116-19",0.284794479003191,10.125216713626,4.21973158576927,3.66330768679513e-05,7.03931239029006e-05,1.13303098770665
"RBP5",0.265604404306556,6.01849783069854,4.21897341713857,3.67466069818854e-05,7.05962757592915e-05,1.1300832087531
"SETD4",0.19469809617463,5.70272360365755,4.21810465636288,3.68771111200987e-05,7.08319442610606e-05,1.12670599211593
"KRT19",0.373068236323893,8.14819450323842,4.21416140581496,3.75443393922968e-05,7.20982099502454e-05,1.1099167348791
"SNED1",0.227745485374846,6.50079377390509,4.21335740793782,3.75981013709572e-05,7.21861190262951e-05,1.10826188835838
"LINC01356",-0.264978494861515,3.65416401345859,-4.2132749852441,3.76107376070496e-05,7.2195048557396e-05,1.10794181231686
"PLCL1",0.239371689059957,5.5244798176224,4.21057303027708,3.80272305315569e-05,7.29790259468915e-05,1.09745209557415
"PLCB2",-0.237040477669548,6.82463173711845,-4.20938306718632,3.82120528829233e-05,7.33181600412796e-05,1.09283413374212
"ANKS4B",-0.202077398031752,4.20536754797514,-4.20911342048739,3.82540529928142e-05,7.33831727366929e-05,1.09178785206467
"ANGPTL2",0.285730031871872,6.44857552172523,4.20824292127061,3.83899432103896e-05,7.36282300732142e-05,1.08841053050798
"HSP90AA6P",0.351168795688457,4.50725209744182,4.20795350838509,3.84737631190639e-05,7.37733387824934e-05,1.0864920579655
"SCARNA9L",-0.217694260034531,4.20056776724184,-4.20628281692463,3.86976190502036e-05,7.4186847716898e-05,1.08080796230211
"PTPN7",-0.193597371833848,5.12791343565578,-4.2025633471311,3.92879540119031e-05,7.53026059405588e-05,1.06638961724735
"LCP2",-0.255479533263165,7.79488617335506,-4.20239548808552,3.93147977397192e-05,7.53380852829167e-05,1.0657391729377
"RPL21",0.219674466856242,9.9581143492919,4.20163850156125,3.94360716920356e-05,7.55544658121835e-05,1.06280616464506
"RALA",-0.255889586263256,7.0408152253642,-4.20151365500511,3.94561072098947e-05,7.55768358653936e-05,1.06232247883285
"TJP2",-0.165956968601437,8.21560061571661,-4.2000869782053,3.96857539756538e-05,7.60006146354345e-05,1.05679604629637
"CTSW",-0.32894082877379,5.92550074406381,-4.1988199292993,3.99027065471027e-05,7.63999089140947e-05,1.05165208905636
"C1S",0.275927834322607,10.485400264386,4.19141319720338,4.11096773767074e-05,7.8694175981963e-05,1.02323095658068
"FOXO3B",-0.207133132520516,9.5133550806667,-4.19108252867252,4.11649161197708e-05,7.87832359523386e-05,1.02195251906444
"POLR2L",-0.216212026361008,7.84185283028177,-4.19064150567689,4.12387001747738e-05,7.89077435513502e-05,1.02024755908189
"LOXL1",0.25643793823487,6.57024820161406,4.1899003354571,4.13629842625025e-05,7.91288067535517e-05,1.01738259419733
"HAS1",-0.319705285031745,5.29129760872004,-4.18969620200061,4.14003573082113e-05,7.9183547794275e-05,1.01653464473731
"H3-3B",-0.181984238741867,9.12863432215985,-4.18871221611518,4.15629627801196e-05,7.94777382603768e-05,1.01279085559292
"LPAR3",0.312228767837214,5.50312865890365,4.18794987868017,4.16917620236724e-05,7.97071728602289e-05,1.00984521920626
"ATP6V1D",0.296261717406908,7.47795259047938,4.18582121413344,4.205342912437e-05,8.03816179098159e-05,1.00162255078305
"CPVL",0.277556764770678,7.30516104159915,4.18542962058352,4.21202878456637e-05,8.04923953524932e-05,1.00011027534194
"CCDC71L",-0.261886483014494,6.72677297428039,-4.18532141562837,4.21387801223179e-05,8.05107166284608e-05,0.999692425095068
"ATAD2B",0.18824404407753,6.5596134896912,4.18463255894199,4.22566880908164e-05,8.0718934508572e-05,0.997032511476935
"HEG1",-0.292008471887517,8.63431452482829,-4.18430562990036,4.23127570693801e-05,8.08089642298829e-05,0.995770254658705
"DUX4",-0.270201908057468,6.3699846510893,-4.18419142858287,4.23323595707682e-05,8.08293269016505e-05,0.995329348626488
"NR1D2",0.40463560783635,7.46372659813115,4.18447812548339,4.24156755252833e-05,8.09713096334641e-05,0.993958116868091
"TNFRSF10D",-0.233003987434272,7.20851573923621,-4.18233153026955,4.2652832750304e-05,8.14068526272953e-05,0.98815012055103
"HSPA6",-0.289370341227172,5.13776718974864,-4.18100529985917,4.28827658477603e-05,8.18284267685945e-05,0.983032500152033
"TEAD3",-0.180552371041912,6.61023578861399,-4.17992867743022,4.30702940982438e-05,8.21689236003845e-05,0.978879066429215
"CCPG1",0.207363289442742,7.03304044219403,4.17670989112607,4.36356334698858e-05,8.32299076373919e-05,0.966466894085615
"GPR137B",0.170977180361871,7.70377514551773,4.17523706366669,4.38966750107709e-05,8.37101537170175e-05,0.960790117337337
"TTF2",0.194314934289073,5.82733881855221,4.17513743542545,4.39143867297937e-05,8.37262695959648e-05,0.960406177280579
"PATJ",0.23127502553296,7.41740091625236,4.17414220686949,4.40916917444049e-05,8.40465918324193e-05,0.95657126222558
"MYEOV",-0.206387823345869,4.96168006735248,-4.17406009232306,4.41063513711588e-05,8.40568133951615e-05,0.956254884617596
"HSD17B7",-0.252394845215944,5.82838575694189,-4.17270155025651,4.43495640730951e-05,8.45025097544474e-05,0.951021345291318
"FAM20C",-0.297841322080411,6.36382922555344,-4.17256173314271,4.43746673937792e-05,8.4532525896999e-05,0.950482806552719
"SLC6A9",-0.192474510542706,6.38813830251073,-4.17185338213949,4.45020562934697e-05,8.47573395722055e-05,0.947754658829142
"DENND5B",0.246036391718552,5.61050715947458,4.17134121255757,4.4594381739802e-05,8.4915291766965e-05,0.945782328991321
"TRMT10C",-0.193681167679122,5.26191323468081,-4.17051030282943,4.47445537349822e-05,8.51833039203988e-05,0.942582987451692
"CYP4Z2P",-0.219400970488285,3.68543543751887,-4.16982011704556,4.48696595985149e-05,8.54034931431944e-05,0.939925899478375
"CHP1P2",-0.21957410631232,5.60179731331123,-4.16914216559511,4.49928731022875e-05,8.56199885745699e-05,0.937316272773
"ZNF14",0.234300939915647,5.30314700556357,4.1679943627134,4.52022164015243e-05,8.60002606241963e-05,0.932898871612821
"NEMP1",0.187067623649736,6.76097536615124,4.1657829537062,4.56081728116306e-05,8.67543636419004e-05,0.924391001237789
"TMEM229B",-0.303709334518237,4.36186176806903,-4.16455098123736,4.58358385802662e-05,8.71690821632703e-05,0.919652933433742
"IL6-AS1",-0.39239148385162,3.83627151042661,-4.16387658493926,4.60836106933923e-05,8.76218557894763e-05,0.914953240913816
"TSPAN5",0.188744016206004,6.03748600248655,4.16259393490621,4.61997297490303e-05,8.7824170870686e-05,0.912128722360377
"NOCT",-0.261235440641639,5.59144898792118,-4.16077844996415,4.65397650455895e-05,8.8451968841113e-05,0.905151439565842
"TTC28",-0.23108850417357,6.64673797351418,-4.15866751568636,4.69381428134786e-05,8.91799185179833e-05,0.897041916542154
