"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CXorf65",-0.370889131164569,4.5067691248657,-6.86756026586071,7.53685093498707e-11,2.82039194135837e-10,13.8403786054492
"RBM12B",0.431180814514589,7.09287373403625,6.866846533703,7.5675897314306e-11,2.8307231593655e-10,13.8363871680856
"SNORA67",-0.391973297456653,7.07304473900689,-6.86449413784056,7.66977874834512e-11,2.86776135913103e-10,13.8232335956269
"FMO4",0.349994366868398,5.99695638329566,6.86341154672259,7.71726243775188e-11,2.88432284827262e-10,13.8171811666802
"GPR119",-0.303710950245068,4.09528300611276,-6.86332669945819,7.72099614801757e-11,2.88452587496805e-10,13.8167068373932
"CEMP1",-0.352415870121278,5.25331021020415,-6.85633539037256,8.03484086541672e-11,3.00053681388817e-10,13.7776353256442
"RNF144B",-0.368957328552682,8.36146657813248,-6.8562301107866,8.03966168998464e-11,3.00109749542325e-10,13.7770471527851
"LNX2",-0.352483287225503,8.15482253559606,-6.85473477381761,8.10844256171353e-11,3.02552328520231e-10,13.7686936604466
"GPNMB",0.542376388418839,9.24012034618247,6.85472218654502,8.12632192587602e-11,3.03094375131374e-10,13.7666773251263
"BRWD1",0.311736406454255,7.51254119162945,6.85406990311177,8.13921037131097e-11,3.03449900894938e-10,13.7649798197262
"KCNJ16",0.769235532626983,4.4215295954236,6.85782794169426,8.18383226044489e-11,3.04987747183356e-10,13.7614278678652
"PSTPIP1",-0.287911787380749,5.39073268736514,-6.85284814168038,8.19604913867639e-11,3.05317182788518e-10,13.7581558831908
"NEDD8-MDP1",-0.331281161138456,8.0979753136376,-6.85232251530281,8.22062242138543e-11,3.06051429517229e-10,13.7552203231206
"PNPLA7",-0.305506098681811,5.63547074303192,-6.85228178018729,8.22252983405983e-11,3.06051429517229e-10,13.7549928283026
"GPR182",-0.328155584701945,5.42974589207612,-6.85131517048187,8.26791922006684e-11,3.07614229088989e-10,13.7495948184858
"FAM90A1",-0.30792850942368,4.28040445766037,-6.8509449211475,8.28537041508608e-11,3.08136708855587e-10,13.7475272961544
"DPRX",-0.333832351869378,4.02777814388149,-6.84889199265788,8.38279261887531e-11,3.11631694355476e-10,13.7360647387916
"SPRY1",0.332348146844262,7.83423065352429,6.84738996234989,8.45478563724151e-11,3.14178861267162e-10,13.7276794963611
"HAX1",-0.294770088717736,6.74078624312689,-6.84642671623736,8.50127457340817e-11,3.15776595801903e-10,13.7223026813896
"DNHD1",-0.310268803594867,5.58163137125613,-6.84549256312976,8.54659981943711e-11,3.17329810954952e-10,13.7170887166819
"PIGF",0.278999488582504,6.19122310449982,6.8443843211201,8.60068060545410e-11,3.19206705065314e-10,13.7109036564935
"SMC2",0.412378789651437,5.91355320238366,6.84360123023581,8.63909749546467e-11,3.20500945656529e-10,13.7065336328436
"RMI1",0.337726209155647,5.44210353161555,6.84309184033581,8.66417782082897e-11,3.21299555693662e-10,13.703691160959
"GPSM2",0.431773307494687,6.92558498543287,6.8427977265629,8.67869144757152e-11,3.21705819505921e-10,13.7020500226366
"ATF7IP2",0.371572944256513,5.22706341124901,6.84059461192014,8.78817255808315e-11,3.25630606957499e-10,13.6897581767028
"TOX",-0.400394465962633,6.02497923828793,-6.83746357086614,8.946109424723e-11,3.31346887787467e-10,13.6722934291527
"SLC26A2",-0.312631997718547,6.54450554811251,-6.83609123965348,9.01621089679294e-11,3.33806563136384e-10,13.6646402381541
"ALYREF",-0.356475375562415,7.86531773833407,-6.8356515122745,9.03878729272097e-11,3.3450542739865e-10,13.6621881791779
"BMS1P20",0.326615915837612,8.68467267669786,6.83327666453306,9.16168185837353e-11,3.38914753197852e-10,13.6489469922606
"ARID5A",-0.396293650719317,5.67956396689256,-6.83277386475653,9.18791123576787e-11,3.39746034693568e-10,13.6461439562213
"SULF2",0.443480277100393,7.02886506073379,6.83130421604158,9.26500257503722e-11,3.42456616029892e-10,13.6379516214786
"MAP3K8",-0.377343208354175,7.17315361456563,-6.83093149919415,9.28465470731755e-11,3.43042759333298e-10,13.635874144059
"PPIL4",0.308509397898074,7.3870801629142,6.82810398536662,9.43508308868343e-11,3.48458276980339e-10,13.6201162575548
"VASN",-0.355366623594,6.40662223631546,-6.82773453687012,9.45491479258855e-11,3.49048120211487e-10,13.6180576047039
"DAPP1",0.447950862393653,5.53944862497196,6.82659376304782,9.51641004485178e-11,3.5117495190002e-10,13.6117013907315
"TMEM82",-0.364632671244338,5.10821002711802,-6.82501364126272,9.60224011231966e-11,3.54197686068878e-10,13.6028983035739
"TREX2",-0.35510435790159,5.33847848295108,-6.82370932186131,9.67366291069320e-11,3.56686730732371e-10,13.5956327187945
"TMEM212",1.44730725457869,5.80338407719991,6.82886322282338,9.85439002704868e-11,3.63202365407856e-10,13.5807275237832
"REP15",-0.455591117013392,3.90602084970305,-6.81195562113037,1.03413338254866e-10,3.80994291427158e-10,13.5301993700955
"BLTP3A",-0.271212243862762,5.79545059551009,-6.81154087927866,1.03657040152909e-10,3.81736578420552e-10,13.5278917847196
"GABRB2",-0.398436602423845,4.80803765100504,-6.81103568753028,1.0395465432926e-10,3.82676722227542e-10,13.5250810642842
"PGAP2",-0.357077530211704,6.54116956234979,-6.80812833552792,1.0568383345632e-10,3.88883816963203e-10,13.5089080741604
"FLJ25758",-0.260878330518704,3.91170230385531,-6.80572094132674,1.07137066249402e-10,3.94070877119953e-10,13.4955195452135
"SELPLG",-0.575707164016594,6.87996212489302,-6.80670578409424,1.07226137252818e-10,3.94238107727827e-10,13.4951424866578
"DMRTC1B",-0.312215718813058,4.80293547163257,-6.80538918392596,1.07338869225531e-10,3.94492161247166e-10,13.4936747376636
"VTA1",0.248637288107864,7.26757762689375,6.80371842149313,1.08360870844664e-10,3.98086401181067e-10,13.484384971662
"SMOC2",0.59587759301492,6.16204097872875,6.80494555667472,1.08587384747877e-10,3.98756517264645e-10,13.4829551815691
"INTU",0.367008814094623,5.03136162415186,6.80310800007703,1.08736648894527e-10,3.99142526453681e-10,13.4809912686788
"TBC1D30",-0.329962456248758,5.36443818152037,-6.80188784309835,1.09491632419079e-10,4.01750750284454e-10,13.4742082525949
"KLRD1",-0.575414141096293,4.82066083554453,-6.80094158774049,1.107873628457e-10,4.06340181536704e-10,13.4631123924283
"ZNF607",0.340861397633599,4.98916940105114,6.79929916651672,1.11110531954571e-10,4.07360226845612e-10,13.4598199996744
"GGH",0.50931003970732,5.57940231309343,6.79891039097285,1.11355690142411e-10,4.08093552727013e-10,13.4576594259553
"MIF4GD",-0.312740319483286,5.66402387814741,-6.79583397659029,1.13314521339815e-10,4.15103965734712e-10,13.4405653754842
"ADHFE1",-0.571044378904285,6.32623870430121,-6.79585120957167,1.13969477900886e-10,4.17334163508268e-10,13.4353165009647
"JPT1",-0.300759299590744,5.8854696342776,-6.79461100284218,1.14102608939608e-10,4.17652505029554e-10,13.4337712997023
"KRTAP4-3",-0.301030571468885,4.25047018993057,-6.79453632113613,1.14150908473166e-10,4.17660203766044e-10,13.4333564400069
"SPEM2",-0.296356336969499,4.24353163234978,-6.79223043496267,1.15652159915611e-10,4.22945929000331e-10,13.4205485753709
"TXNRD1",-0.446985032327043,8.08766329774624,-6.79217404628174,1.15689114303486e-10,4.22945929000331e-10,13.4202354033127
"FAM200C",0.469488066504513,4.29913161637249,6.79105186238241,1.16426961284786e-10,4.25471364986157e-10,13.4140033486704
"SLC12A2",0.390074115480231,7.99706841784065,6.78990987804718,1.1718258330452e-10,4.28059691174207e-10,13.4076620014532
"GNPTAB",0.267081683858703,7.5893299645823,6.78975034149737,1.17288528216263e-10,4.28273660582888e-10,13.4067761615693
"ESRP2",-0.361047014718739,6.5138644591782,-6.78942318190198,1.17506083174437e-10,4.28894831643152e-10,13.4049596220897
"ZNF215",0.697114073581566,4.89913867262392,6.79202767185259,1.18214891043947e-10,4.31307840971882e-10,13.4004863192837
"CACHD1",0.496418488501321,7.3372376959204,6.7867792863971,1.19278863642022e-10,4.35014201769874e-10,13.390281540984
"CARD6",-0.341208831036955,5.20307148631054,-6.78527850031699,1.20296856310758e-10,4.38549950768371e-10,13.3819512572023
"CLEC1A",-0.444397664613859,5.93442483929335,-6.78220425129605,1.22408917852118e-10,4.46069740548569e-10,13.3648909333731
"KLF4",-0.711184455437432,7.75156202751836,-6.78311802273074,1.24497248665644e-10,4.53497028680939e-10,13.3498253573667
"RNF185",-0.363547037117264,6.17949724058517,-6.77658045388043,1.26367452093829e-10,4.6012409761591e-10,13.3336947591078
"IL3RA",-0.593108588281572,5.94517013823629,-6.77792070405947,1.26537187508817e-10,4.60556647450571e-10,13.3329923099436
"AQP5",0.552165396878732,6.24066051331279,6.7764061796279,1.26986526254305e-10,4.62006110207313e-10,13.3291727287671
"FAM50A",-0.27617924516957,7.3835217362811,-6.77419579365394,1.28083793450711e-10,4.65810770952484e-10,13.3204715934484
"SPRED2",-0.314590172072177,6.94132439704647,-6.76796964019977,1.32673939341992e-10,4.82310046478066e-10,13.2859609113898
"SSB",0.380829120897667,8.80988505791069,6.76687633363467,1.33496512451175e-10,4.85105293034998e-10,13.2799029486623
"NINJ2",-0.342193350999726,6.30707657189459,-6.76457798860295,1.3524212672459e-10,4.91251132067905e-10,13.2671699490249
"NCAPG",0.51222579158029,4.67607559668204,6.76359819276905,1.36002086697608e-10,4.93813199129748e-10,13.2616824614773
"MUC4",1.01572050940126,6.05664300168724,6.7666384541732,1.39189450380565e-10,5.05183388555073e-10,13.2417593021625
"RUNDC3B",0.475938403268132,4.47729794569427,6.75842010198477,1.40030608354575e-10,5.08032395719789e-10,13.2330683573436
"NOSTRIN",-0.593051289642042,6.80818018123476,-6.75986138986714,1.40129651088137e-10,5.08187796024007e-10,13.2329862265821
"PRODHLP",-0.303451135417133,4.39007444109345,-6.75821487272732,1.4019303920701e-10,5.08213820156606e-10,13.2319321638791
"GPRC5D",-0.310992277665438,4.01831646016902,-6.757155254997,1.41034640098372e-10,5.11059792035825e-10,13.2260662405559
"ICA1L",0.371596414008195,4.83637348517755,6.75621497289063,1.41785621919662e-10,5.13575243499865e-10,13.2208614356103
"OR3A4P",-0.299042917879978,4.02693028892796,-6.75134153324178,1.45741444746539e-10,5.27692591891654e-10,13.1938925518024
"NHLRC3",0.312124293009671,7.54479923687993,6.74967862859789,1.47115943703651e-10,5.32456063660812e-10,13.1846931214426
"SFXN2",-0.296956295363145,5.72665589260373,-6.74916155917615,1.47545929955285e-10,5.3379862053851e-10,13.181832912271
"H1-0",-0.367489718040439,7.67880786773053,-6.7481819170218,1.48363978547024e-10,5.36543492017457e-10,13.1764143291528
"PRKD2",-0.31796019825455,6.24925564984068,-6.74739290811602,1.49026083422209e-10,5.38722439112433e-10,13.1720505382167
"DBN1",0.297027066065541,6.54700824681794,6.74009743271619,1.55287562448169e-10,5.61133034410032e-10,13.1317166750117
"PPIP5K1",0.283225035441289,6.3407169744729,6.73935512967244,1.55938988719932e-10,5.63261844593249e-10,13.1276143273778
"MICAL3",0.333656493704699,6.43517670477173,6.73903263615104,1.56222838209896e-10,5.64061773265044e-10,13.125832152417
"TTC12",0.414886399784615,6.29323170101867,6.73590761594302,1.58999863910692e-10,5.73859389068488e-10,13.1085653738123
"SSX8P",-0.302908739044871,4.38427811983877,-6.73577402637162,1.59119653937994e-10,5.7406256634214e-10,13.1078273607467
"SPRYD7",-0.286705083670571,7.42236510746694,-6.73367428134882,1.61014211128128e-10,5.80665928523894e-10,13.096228585958
"PROS1",0.356192055984646,8.30074819361563,6.73203958634421,1.62504517081388e-10,5.85806753960457e-10,13.0872002971092
"GIMAP6",-0.47824108817887,6.90401011281798,-6.72857388873576,1.65709141220112e-10,5.97120903057405e-10,13.0680641565344
"TNFSF13",-0.303654174841665,7.26107980350168,-6.72785492467665,1.66381693400417e-10,5.99305533877758e-10,13.0640951241006
"NRM",-0.390096242713373,5.63449378660693,-6.72544659652501,1.68654184559367e-10,6.07249097013634e-10,13.0508019510656
"CCDC60",0.869622309450687,5.18306638742532,6.72928713981338,1.70585042920374e-10,6.13956756784675e-10,13.0419454032599
"PROSER1",-0.259892404589926,7.02131513988272,-6.72255885842481,1.71419344247581e-10,6.16714003717619e-10,13.0348666030667
"HDAC2",0.304596760330342,7.80729864276764,6.72106914508168,1.72863218538435e-10,6.21661240575174e-10,13.0266476575859
"MLPH",-0.476643907893734,7.59328998853502,-6.72055897432079,1.73360437137091e-10,6.23201476006536e-10,13.0238332456973
"SLC5A3",0.410721235063237,7.97263141179066,6.72002449433199,1.73882857458781e-10,6.24831047013051e-10,13.0208848758333
"GKN2",-1.06401154318535,7.23458788493898,-6.72509942886472,1.76048507785494e-10,6.32361763563231e-10,13.0116102725016
"FBXO16",0.341415753590065,4.24232016280772,6.71774581357554,1.76127560630498e-10,6.32394470079561e-10,13.0083165951109
"SPHK1",-0.412918341778832,5.47698718713219,-6.71707203875953,1.76796734305888e-10,6.34545166677067e-10,13.0046008481127
"CLK1",0.399356395238561,8.3680166869642,6.71694628084289,1.76921910217698e-10,6.34742456459605e-10,13.0039073422054
"DOK4",-0.423874719861216,6.22253325035333,-6.71572571378746,1.78141368685715e-10,6.38863988214022e-10,12.9971768219853
"ULK4",0.499629995852633,5.96719606325508,6.71464886707926,1.79224102706853e-10,6.42492114422149e-10,12.9912394623705
"ETHE1",-0.38863647588928,6.70131969311732,-6.71246502033309,1.81439811006926e-10,6.50177301353e-10,12.9792003587058
"ZNF134",0.297009129982271,6.96806019996579,6.71177379936873,1.8214671653478e-10,6.52451847936193e-10,12.9753903200642
"OR4D1",-0.312820220821038,3.87519883404308,-6.70997440914349,1.83999672722734e-10,6.5882813508366e-10,12.9654731843813
"NRG4",0.596080796855851,3.74851237816018,6.70948396560443,1.86339729497737e-10,6.66942792711416e-10,12.9537819014972
"TNIP2",-0.284017709291653,6.73744535122785,-6.70748460330639,1.86594221475709e-10,6.67589377270237e-10,12.9517537089227
"MVB12B",-0.3165305228092,6.62914575286369,-6.70636184425074,1.87775959348949e-10,6.71551601453261e-10,12.9455680823084
"SMDT1",-0.320553844194825,7.11214924934528,-6.70570903344932,1.88466445140921e-10,6.73754500007539e-10,12.9419718507983
"MAPKAPK5-AS1",-0.324385081146093,5.30803787862392,-6.69822450249003,1.96563678104974e-10,7.02423799900027e-10,12.9007567850197
"CCDC190",0.961139645512569,4.48996495258435,6.70409116714048,1.97489762562989e-10,7.0525656247299e-10,12.8987911505512
"HK2",-0.469853960909,7.34029065776286,-6.69736750088992,1.97512400860702e-10,7.0525656247299e-10,12.8960394172768
"TMCC3",-0.379557158803295,6.67874447108152,-6.6965918412692,1.98374959579181e-10,7.08056853357827e-10,12.8917701304337
"SPDYE2",-0.308459205046008,4.8533785091849,-6.6963044280646,1.98695512669513e-10,7.0892112472181e-10,12.8901882678295
"MPPED2",0.35513779868961,4.68529736270058,6.69505265581561,2.00097573333967e-10,7.13641877914162e-10,12.8832992811691
"SIGLEC1",-0.45913134377419,6.2656351009191,-6.69382214810115,2.01485303089907e-10,7.18307817522024e-10,12.8765281267932
"EIF2AK2",0.356709992547906,8.31390007499674,6.69259389002032,2.02879938599858e-10,7.22994688561812e-10,12.8697701479788
"RAB4A",0.248640527358368,6.66958769670894,6.68848830335239,2.07610950988196e-10,7.39562887267249e-10,12.8471866438038
"H2AC20",-0.422502848755988,7.79189573804533,-6.68832140760333,2.07805549655768e-10,7.39964542905788e-10,12.8462687924674
"PPL",-0.355508136765926,6.40598846819152,-6.68709376639893,2.09242492090631e-10,7.44787941335196e-10,12.8395177715966
"PIBF1",0.323651956355461,6.13040173050415,6.6850155145146,2.11697382237448e-10,7.53229450141191e-10,12.8280909031527
"VASP",-0.295682317780801,7.09709415576008,-6.68281828078105,2.14323635822671e-10,7.62273796802819e-10,12.816012317504
"PINK1",-0.288606736664049,6.74868772928,-6.67457829344296,2.24461132577989e-10,7.98015375398191e-10,12.7707383745618
"CD5L",-0.557258158634552,5.09869295057295,-6.67449515602579,2.25718720349537e-10,8.0217097117931e-10,12.7656267300629
"FILIP1L",0.282360712892027,5.89758036681779,6.67184501582965,2.27926908993336e-10,8.09700268844301e-10,12.7557285381128
"STAB1",-0.440442871736878,7.07175771764573,-6.67024661859733,2.29978005208592e-10,8.16665807184163e-10,12.7469527483409
"PTPRT",0.7329743425874,5.2808803310139,6.67433660587678,2.30079794420778e-10,8.16706486595309e-10,12.7481691761492
"PLK4",0.349828414393276,4.29568794541121,6.66987601266838,2.30456161517515e-10,8.17721411412817e-10,12.7449181785254
"PRPS1",0.314187095570742,8.20317908924677,6.66865241084722,2.3204181024628e-10,8.2274118215104e-10,12.7382013086515
"UBD",0.553216871867405,5.55133887490801,6.6694742731831,2.32052871859877e-10,8.2274118215104e-10,12.7384834891841
"RPL27A",-0.27810349392408,7.04121254624015,-6.66728552964538,2.33825826829301e-10,8.28702195360136e-10,12.7306988557192
"WFDC5",-0.296701864133071,4.7498841474905,-6.66592616240606,2.3561341739785e-10,8.34710386635563e-10,12.7232386272429
"CCDC34",0.32989778432396,4.29984453510022,6.66582063746417,2.35752745458613e-10,8.34876839675408e-10,12.7226595457066
"B3GAT3",-0.383855151799027,5.65725698677145,-6.6609733541009,2.42240900765593e-10,8.57517613086033e-10,12.6960658289263
"TNS4",0.594899032458535,5.50491921507732,6.66191445513256,2.43391690404621e-10,8.61254118570715e-10,12.6921324112243
"DNALI1",0.73858388419656,6.91703043934723,6.66222506241827,2.46263556020196e-10,8.71075434263923e-10,12.6815965021429
"KLHL6",0.438751907318713,7.85607005407112,6.65749498202491,2.47004686691142e-10,8.73355249266568e-10,12.6769900732398
"ZNF286A",0.281046288087257,5.31190329482281,6.65736165616996,2.47189104683746e-10,8.73665635436178e-10,12.6762590281717
"LAMTOR5",-0.289812351028786,6.76571210009089,-6.65068472033329,2.56600032663064e-10,9.06573229897132e-10,12.639660497347
"NMUR1",-0.383171912447466,5.9406107881281,-6.64945075094707,2.58377457753946e-10,9.12496326388058e-10,12.6328992908291
"AASDH",0.295512811038139,6.26806193364589,6.64850264420108,2.59751345127838e-10,9.16990203553607e-10,12.6277049426973
"GABPA",0.287600078778417,7.72644499652158,6.64748160283983,2.61238958104736e-10,9.21715824744248e-10,12.6221115459144
"BMX",-0.3919955779395,4.47129589928146,-6.64744403957555,2.61293845682945e-10,9.21715824744248e-10,12.6219057800677
"CDO1",-0.459979354732639,5.51297407377058,-6.64556943698044,2.64047478844641e-10,9.30773228883783e-10,12.6116379460565
"INF2",-0.323633565427127,6.71372510345633,-6.64555594770069,2.64067396536545e-10,9.30773228883783e-10,12.6115640674754
"ADAM8",-0.310491085691261,5.72458519086817,-6.64331763218202,2.67392948138805e-10,9.42127686719773e-10,12.599306520756
"ENO4",0.549843657292858,4.60826269163398,6.64206890501097,2.70480562065493e-10,9.52635279171843e-10,12.588382209575
"DUSP10",0.343333618056217,5.85232638196735,6.6407934449362,2.71192669990329e-10,9.54771389946483e-10,12.5854866735571
"SASH3",-0.353829733432063,6.40264035133535,-6.63990488241138,2.72542843988534e-10,9.59151363371091e-10,12.5806226289067
"PLA2G4E",-0.347029997716684,4.44080830364128,-6.6397630291272,2.72759001741486e-10,9.59237801628682e-10,12.5798461544479
"PIGK",0.283317908887043,6.47753535719177,6.63974951554481,2.72779602697416e-10,9.59237801628682e-10,12.5797721845552
"CWH43",0.941477563657729,4.56360133968927,6.64536723120488,2.74187121901276e-10,9.63812507429797e-10,12.5773324370797
"MIR34C",0.722995600902888,3.59180554524579,6.64195656503343,2.75620456702958e-10,9.68474368072851e-10,12.5712412139366
"FAAH2",0.397820380098898,5.42589898475387,6.63669604130782,2.77473969885442e-10,9.74608454442224e-10,12.5630607434612
"SUSD2",-0.677350546845545,8.20344043727154,-6.63035602974595,2.93012829331917e-10,1.02878795727761e-09,12.511058619911
"CLN6",-0.330439623701071,6.76654497132656,-6.6267745952248,2.93282336698699e-10,1.02920760793925e-09,12.5087957286102
"CRIP2",0.3553450842877,8.94836135347332,6.62672714694378,2.93360027171711e-10,1.02920760793925e-09,12.5085363380964
"SULT2B1",-0.407515430754181,5.87719783220289,-6.62609621457498,2.94395024122763e-10,1.03243809662293e-09,12.5050872680087
"FAM170B",-0.318151862608054,5.3927099404976,-6.62438845426937,2.97214526826121e-10,1.04192188330165e-09,12.4957526513475
"PRR21",-0.30667864684176,4.44873995576999,-6.62302825893765,2.99479187715221e-10,1.04945400625322e-09,12.4883189396678
"TMEM163",-0.571920793863036,6.60399511878081,-6.62348935598111,3.00976822685913e-10,1.05401814279575e-09,12.4839748167083
"IK",0.455802942208984,8.19605867554857,6.62211168406341,3.01014804191862e-10,1.05401814279575e-09,12.4833102511916
"CMPK2",-0.431445943653173,5.95765212229749,-6.6218492879927,3.01455842901976e-10,1.05515380397861e-09,12.4818764519306
"OR56A3",-0.320745727435237,4.11866796896028,-6.62111048001947,3.02701057724771e-10,1.05910226892015e-09,12.47783961391
"FBXO32",0.616411393171466,6.22625144313126,6.62156383355948,3.05975260816107e-10,1.06986190246077e-09,12.4682551054609
"PBLD",0.222586562452923,4.78728430718824,6.6191599420848,3.06012927747323e-10,1.06986190246077e-09,12.4671833004232
"CA12",-0.549495008905319,5.72919589967427,-6.61960363716936,3.06647726979734e-10,1.07166683402542e-09,12.4654796246139
"ESRRG",0.316241386408922,3.77710423951423,6.61623486224992,3.11046397984839e-10,1.08661919790608e-09,12.451206617267
"SLC16A14",0.337860863230983,5.8488348652392,6.61509454011563,3.13030644080284e-10,1.0931286416106e-09,12.4449794584292
"OR2AE1",-0.353869434029288,4.27542453083688,-6.61417663295679,3.1463691045728e-10,1.09831363221786e-09,12.4399673861195
"LSM14B",-0.252150421139681,5.52096632999898,-6.61345670140287,3.15902404535379e-10,1.10230553431276e-09,12.4360366408353
"OGFR",-0.261655942814179,7.15826425821725,-6.61224969737783,3.18035314100822e-10,1.10900148767685e-09,12.4294471574566
"MITF",0.253873921230585,6.55784132466819,6.61223200678705,3.18066680405495e-10,1.10900148767685e-09,12.4293505837516
"PPP4C",-0.255258530219629,7.50352497653407,-6.61059865929014,3.20975833388539e-10,1.11871338075011e-09,12.4204347910145
"H1-7",-0.323595337936307,4.80017244727376,-6.60737393448478,3.26796426672668e-10,1.13856126918982e-09,12.4028365015669
"MS4A3",-0.316700873160642,3.18433889130565,-6.60578221507973,3.2970760288316e-10,1.14826133962506e-09,12.3941520668248
"IFI35",-0.413247853411423,6.52920468484337,-6.60564805560511,3.2995413611038e-10,1.14841545802787e-09,12.3934201536628
"DMTF1",0.398842912380461,7.91643935627399,6.60561989795308,3.30005901997168e-10,1.14841545802787e-09,12.3932665395274
"RABGAP1L",0.301211717481459,6.83603587995236,6.59964751256953,3.41168162720061e-10,1.18680313934285e-09,12.3606937911932
"MAK",0.76014045037424,4.89025316672138,6.60222558980976,3.44888631422563e-10,1.19928389103515e-09,12.3518875106483
"ARHGAP15",0.487344762178211,6.65075334220484,6.59708991900055,3.46061033669973e-10,1.20289804129574e-09,12.3467508062127
"LOC100505502",-0.306993426595117,4.93659631343003,-6.59608818086136,3.47996184432285e-10,1.20915968618459e-09,12.3412906850659
"PLCXD3",-0.406683449260807,4.53349307915792,-6.59474510549837,3.5060743472338e-10,1.21776481649407e-09,12.3339709011946
"BLID",0.401623831034223,4.61278636831635,6.59425557321113,3.51563982529169e-10,1.22044461166627e-09,12.3313031828472
"NXF5",-0.29159840075542,4.28100071578722,-6.59421214959311,3.51648956242742e-10,1.22044461166627e-09,12.3310665509824
"PDK1",0.693988132451072,7.1686584731893,6.59473801702494,3.57769716199547e-10,1.24121105301616e-09,12.3156258523358
"CD163",-0.917008058021308,9.4061061812407,-6.59642793233309,3.59590881765523e-10,1.24705069506793e-09,12.3116981687761
"CFAP45",0.74261976242734,5.41919801221052,6.59430899288824,3.59930333291513e-10,1.24759711830114e-09,12.3099928602847
"DDX39A",-0.271203872835719,6.44775187115787,-6.58998192908707,3.60024431108027e-10,1.24759711830114e-09,12.3080193248547
"C18orf21",-0.292031607197703,5.4045251423914,-6.58905564196634,3.61884414153946e-10,1.25356206450798e-09,12.3029739813342
"SLC14A1",-0.405482249420992,4.47671704421287,-6.58634480505582,3.67382230200731e-10,1.27211901311559e-09,12.2882111220262
"HIPK1",0.286034373595818,8.31489718572574,6.58386418392684,3.72485064163052e-10,1.28890976470751e-09,12.2747054533014
"CSNK1G3",0.278318840708783,6.64649932970525,6.58384903057713,3.72516448974751e-10,1.28890976470751e-09,12.2746229615165
"MORC3",0.311498538486314,7.54521055759806,6.58338860624496,3.73471296125729e-10,1.29171919979828e-09,12.2721165631163
"SNTB1",-0.269398310883709,8.0574034246773,-6.58221156029032,3.75923256805914e-10,1.29970254867391e-09,12.2657096316946
"DNAH2",0.758238352193679,5.14716168637156,6.58659163135887,3.76165261268111e-10,1.30004209752484e-09,12.2668861649926
"BRIP1",0.36226024134587,4.00471882514738,6.58185139880317,3.76676684168912e-10,1.30131215191866e-09,12.2637493391272
"KRTAP5-4",-0.337978154036504,5.03214620653084,-6.57936364188154,3.81921562971e-10,1.31892775050451e-09,12.2502108455627
"GAA",-0.377228198604645,6.63378781674418,-6.5785999130248,3.83546072739262e-10,1.32403208997162e-09,12.2460552652969
"OLFM4",-0.534565074756687,3.76063350610639,-6.5785177794211,3.84997903674296e-10,1.32853665920584e-09,12.2425967979515
"ADAM23",0.438362709141009,4.69855180816519,6.57663638918736,3.87753891569465e-10,1.33753641117113e-09,12.2353728372974
"TEK",-0.633879368650166,8.10897994858189,-6.57917761115255,3.88141817180674e-10,1.33836390889797e-09,12.2354887133447
"FSTL1",0.413875493076173,9.33603272016791,6.5760307356608,3.89060938807359e-10,1.3410217109254e-09,12.2320782368706
"CNN1",0.613509362615878,6.74808557800817,6.57601609265376,3.94247168222967e-10,1.3583798200853e-09,12.2200675697628
"FCRL5",0.75427920200927,5.07751729690517,6.57743603642417,3.95734689391011e-10,1.36298564829872e-09,12.2172248158543
"OR3A3",-0.348758950717476,4.39289880316309,-6.57013813515068,4.02005875191309e-10,1.38405754668874e-09,12.2000343247484
"RBM41",0.355016751692852,5.92504657095539,6.56941193552213,4.03630222631755e-10,1.38912099079319e-09,12.1960865543946
"TFF2",-0.218365211644219,4.49304309263987,-6.56654727765785,4.10100999643353e-10,1.41085355318705e-09,12.1805164634421
"USP53",-0.555522738285239,8.69048055390208,-6.5661155522202,4.13423251102646e-10,1.42174196014417e-09,12.1730297507661
"GAL3ST1",-0.335362579665768,5.43742350378602,-6.56479598345938,4.14106998512732e-10,1.42355185306221e-09,12.1709999501222
"PI15",0.915347872290653,5.17173850397258,6.56919116385288,4.18175752401122e-10,1.43699238975999e-09,12.1639099805986
"AQP1",-0.403979189469382,9.35239507678497,-6.56236720817074,4.19726446027484e-10,1.44177309974714e-09,12.1578047555887
"SFTPB",-0.303637131010849,11.9354294745434,-6.56098560125918,4.22956448034223e-10,1.45231646284748e-09,12.1503001026922
"PTPN18",-0.277767494611375,6.525023432756,-6.5569199709483,4.32603746223983e-10,1.48487869005734e-09,12.1282222826154
"ATL3",0.361142490689181,9.01553414998119,6.55663886857638,4.33278710393069e-10,1.48663105148529e-09,12.1266961272425
"SLC5A6",-0.32710967707975,6.1899586785352,-6.55560135098841,4.35778902589038e-10,1.49415966248831e-09,12.1210636277856
"PTCD2",0.330351078204854,5.87447304238232,6.55559119169752,4.35803454261883e-10,1.49415966248831e-09,12.1210084776734
"CGN",-0.36373084844387,6.58756843160267,-6.55496966993093,4.37308057696056e-10,1.49874986718349e-09,12.1176346284699
"CTBP1-DT",-0.320589401488886,5.20633429638799,-6.55419033842677,4.39201911091127e-10,1.5046701319344e-09,12.1134044254072
"FLOT1",-0.2637633298174,7.58892246980073,-6.55386526871675,4.39994243916958e-10,1.50681362092925e-09,12.1116400477025
